channel_id,forecast_cogs,forecast_net_sales,forecast_opex,forecast_trade_spend,forecast_units,forecast_version,sku_id,snapshot_month,target_month
GT,1953315,3832920,0,92138,216,LE1,SKU010,2025-03-01,2025-03-01
EC,2288684,4491003,0,107957,280,LE1,SKU010,2025-03-01,2025-03-01
CV,1730938,3396557,0,81648,198,LE1,SKU010,2025-03-01,2025-03-01
FS,2688181,5274922,0,126801,301,LE1,SKU010,2025-03-01,2025-03-01
MT,2216073,5359804,0,128841,259,LE1,SKU011,2025-03-01,2025-03-01
GT,2082205,5036032,0,121058,238,LE1,SKU011,2025-03-01,2025-03-01
EC,1891749,4575393,0,109985,239,LE1,SKU011,2025-03-01,2025-03-01
CV,1616257,3909086,0,93968,191,LE1,SKU011,2025-03-01,2025-03-01
FS,1659385,4013396,0,96476,192,LE1,SKU011,2025-03-01,2025-03-01
MT,2281256,5214300,0,125344,216,LE1,SKU012,2025-03-01,2025-03-01
GT,3038831,6945900,0,166969,282,LE1,SKU012,2025-03-01,2025-03-01
EC,2026616,4632264,0,111352,208,LE1,SKU012,2025-03-01,2025-03-01
CV,2407860,5503680,0,132300,231,LE1,SKU012,2025-03-01,2025-03-01
FS,2491751,5695430,0,136909,234,LE1,SKU012,2025-03-01,2025-03-01
MT,3318358,7189775,0,172831,262,LE1,SKU013,2025-03-01,2025-03-01
GT,2800980,6068790,0,145884,216,LE1,SKU013,2025-03-01,2025-03-01
EC,2787191,6038913,0,145166,238,LE1,SKU013,2025-03-01,2025-03-01
CV,3128479,6778372,0,162942,249,LE1,SKU013,2025-03-01,2025-03-01
FS,3141886,6807419,0,163640,245,LE1,SKU013,2025-03-01,2025-03-01
MT,3256321,6706086,0,161204,217,LE1,SKU014,2025-03-01,2025-03-01
GT,3923244,8079552,0,194220,256,LE1,SKU014,2025-03-01,2025-03-01
EC,3805583,7837240,0,188395,275,LE1,SKU014,2025-03-01,2025-03-01
CV,3466562,7139059,0,171612,234,LE1,SKU014,2025-03-01,2025-03-01
FS,3820628,7868224,0,189140,252,LE1,SKU014,2025-03-01,2025-03-01
MT,4438177,8708875,0,209348,254,LE1,SKU015,2025-03-01,2025-03-01
GT,5723523,11231064,0,269978,321,LE1,SKU015,2025-03-01,2025-03-01
EC,4629958,9085200,0,218394,287,LE1,SKU015,2025-03-01,2025-03-01
CV,4249462,8338567,0,200446,246,LE1,SKU015,2025-03-01,2025-03-01
FS,5610351,11008990,0,264639,318,LE1,SKU015,2025-03-01,2025-03-01
MT,4083914,9877374,0,237437,263,LE1,SKU016,2025-03-01,2025-03-01
GT,3515411,8502390,0,204384,221,LE1,SKU016,2025-03-01,2025-03-01
EC,4067564,9837828,0,236486,283,LE1,SKU016,2025-03-01,2025-03-01
CV,4564123,11038810,0,265356,297,LE1,SKU016,2025-03-01,2025-03-01
FS,3754468,9080573,0,218283,239,LE1,SKU016,2025-03-01,2025-03-01
MT,2142264,4896476,0,117704,119,LE1,SKU017,2025-03-01,2025-03-01
GT,2715055,6205680,0,149175,148,LE1,SKU017,2025-03-01,2025-03-01
EC,2746035,6276488,0,150877,166,LE1,SKU017,2025-03-01,2025-03-01
CV,2302576,5262894,0,126512,130,LE1,SKU017,2025-03-01,2025-03-01
FS,2388630,5459584,0,131240,132,LE1,SKU017,2025-03-01,2025-03-01
MT,2340590,5071279,0,121906,114,LE1,SKU018,2025-03-01,2025-03-01
GT,3056976,6623448,0,159218,146,LE1,SKU018,2025-03-01,2025-03-01
EC,2960133,6413622,0,154174,157,LE1,SKU018,2025-03-01,2025-03-01
CV,2879453,6238814,0,149972,142,LE1,SKU018,2025-03-01,2025-03-01
FS,2855165,6186190,0,148706,138,LE1,SKU018,2025-03-01,2025-03-01
MT,1224014,2520742,0,60595,145,LE1,SKU019,2025-03-01,2025-03-01
GT,1480079,3048084,0,73271,172,LE1,SKU019,2025-03-01,2025-03-01
EC,1210624,2493167,0,59932,156,LE1,SKU019,2025-03-01,2025-03-01
CV,1357228,2795083,0,67190,163,LE1,SKU019,2025-03-01,2025-03-01
FS,1333321,2745850,0,66006,157,LE1,SKU019,2025-03-01,2025-03-01
MT,1741156,3416608,0,82130,165,LE1,SKU020,2025-03-01,2025-03-01
GT,1877611,3684368,0,88567,174,LE1,SKU020,2025-03-01,2025-03-01
EC,1165845,2287696,0,54993,119,LE1,SKU020,2025-03-01,2025-03-01
CV,1776765,3486482,0,83810,170,LE1,SKU020,2025-03-01,2025-03-01
FS,1715403,3366074,0,80915,161,LE1,SKU020,2025-03-01,2025-03-01
MT,1734996,4196270,0,100872,174,LE1,SKU021,2025-03-01,2025-03-01
GT,1530262,3701100,0,88969,150,LE1,SKU021,2025-03-01,2025-03-01
EC,1422225,3439800,0,82688,154,LE1,SKU021,2025-03-01,2025-03-01
CV,1737146,4201470,0,100997,176,LE1,SKU021,2025-03-01,2025-03-01
FS,1856901,4491110,0,107959,184,LE1,SKU021,2025-03-01,2025-03-01
MT,1870050,4274236,0,102746,156,LE1,SKU022,2025-03-01,2025-03-01
GT,2124158,4855032,0,116708,173,LE1,SKU022,2025-03-01,2025-03-01
EC,1944422,4444222,0,106832,175,LE1,SKU022,2025-03-01,2025-03-01
CV,1997526,4565597,0,109750,168,LE1,SKU022,2025-03-01,2025-03-01
FS,1877118,4290390,0,103134,154,LE1,SKU022,2025-03-01,2025-03-01
MT,3007104,6515392,0,156620,211,LE1,SKU023,2025-03-01,2025-03-01
GT,2216448,4802304,0,115440,152,LE1,SKU023,2025-03-01,2025-03-01
EC,2858527,6193475,0,148882,217,LE1,SKU023,2025-03-01,2025-03-01
CV,2482099,5377882,0,129276,176,LE1,SKU023,2025-03-01,2025-03-01
FS,2905190,6294579,0,151312,202,LE1,SKU023,2025-03-01,2025-03-01
MT,3835158,7897926,0,189854,231,LE1,SKU024,2025-03-01,2025-03-01
GT,3128884,6443464,0,154891,184,LE1,SKU024,2025-03-01,2025-03-01
EC,3083437,6349871,0,152641,201,LE1,SKU024,2025-03-01,2025-03-01
CV,3828883,7885004,0,189543,233,LE1,SKU024,2025-03-01,2025-03-01
FS,3356301,6911793,0,166149,200,LE1,SKU024,2025-03-01,2025-03-01
MT,4520426,8870269,0,213228,236,LE1,SKU025,2025-03-01,2025-03-01
GT,4715860,9253764,0,222446,241,LE1,SKU025,2025-03-01,2025-03-01
EC,3901421,7655619,0,184029,220,LE1,SKU025,2025-03-01,2025-03-01
CV,2949506,5787709,0,139128,156,LE1,SKU025,2025-03-01,2025-03-01
FS,4069096,7984642,0,191938,210,LE1,SKU025,2025-03-01,2025-03-01
MT,3699956,8948732,0,215114,218,LE1,SKU026,2025-03-01,2025-03-01
GT,4009078,9696376,0,233086,232,LE1,SKU026,2025-03-01,2025-03-01
EC,3546081,8576568,0,206168,227,LE1,SKU026,2025-03-01,2025-03-01
CV,3125848,7560190,0,181735,186,LE1,SKU026,2025-03-01,2025-03-01
FS,3403628,8232030,0,197885,199,LE1,SKU026,2025-03-01,2025-03-01
MT,4097571,9365876,0,225141,211,LE1,SKU027,2025-03-01,2025-03-01
GT,4958840,11334492,0,272464,250,LE1,SKU027,2025-03-01,2025-03-01
EC,2916721,6666791,0,160259,163,LE1,SKU027,2025-03-01,2025-03-01
CV,4687587,10714486,0,257560,244,LE1,SKU027,2025-03-01,2025-03-01
FS,4403044,10064101,0,241926,225,LE1,SKU027,2025-03-01,2025-03-01
MT,2227824,4826952,0,116032,278,LE1,SKU028,2025-03-01,2025-03-01
GT,2122848,4599504,0,110565,260,LE1,SKU028,2025-03-01,2025-03-01
EC,1280241,2773855,0,66679,173,LE1,SKU028,2025-03-01,2025-03-01
CV,1763597,3821126,0,91854,222,LE1,SKU028,2025-03-01,2025-03-01
FS,1817597,3938126,0,94666,225,LE1,SKU028,2025-03-01,2025-03-01
MT,2778997,5722818,0,137568,276,LE1,SKU029,2025-03-01,2025-03-01
GT,2794849,5755464,0,138352,272,LE1,SKU029,2025-03-01,2025-03-01
EC,2097310,4319013,0,103822,226,LE1,SKU029,2025-03-01,2025-03-01
CV,2749897,5662894,0,136127,276,LE1,SKU029,2025-03-01,2025-03-01
FS,2588059,5329618,0,128116,254,LE1,SKU029,2025-03-01,2025-03-01
MT,3353244,6579950,0,158172,273,LE1,SKU030,2025-03-01,2025-03-01
GT,3578494,7021950,0,168797,285,LE1,SKU030,2025-03-01,2025-03-01
EC,3295593,6466824,0,155452,290,LE1,SKU030,2025-03-01,2025-03-01
CV,2980058,5847660,0,140569,245,LE1,SKU030,2025-03-01,2025-03-01
FS,3388356,6648850,0,159828,273,LE1,SKU030,2025-03-01,2025-03-01
MT,3253580,7869124,0,189162,286,LE1,SKU031,2025-03-01,2025-03-01
GT,2557006,6184386,0,148663,220,LE1,SKU031,2025-03-01,2025-03-01
EC,2648183,6404908,0,153964,252,LE1,SKU031,2025-03-01,2025-03-01
CV,3242673,7842744,0,188528,288,LE1,SKU031,2025-03-01,2025-03-01
FS,3062953,7408073,0,178079,267,LE1,SKU031,2025-03-01,2025-03-01
MT,3643058,8326989,0,200168,270,LE1,SKU032,2025-03-01,2025-03-01
GT,3279276,7495488,0,180180,238,LE1,SKU032,2025-03-01,2025-03-01
EC,3005009,6868593,0,165110,241,LE1,SKU032,2025-03-01,2025-03-01
CV,3357245,7673702,0,184464,251,LE1,SKU032,2025-03-01,2025-03-01
FS,3133239,7161690,0,172156,230,LE1,SKU032,2025-03-01,2025-03-01
MT,3368553,7298531,0,175445,213,LE1,SKU033,2025-03-01,2025-03-01
GT,4651920,10079160,0,242288,288,LE1,SKU033,2025-03-01,2025-03-01
EC,4042876,8759565,0,210566,277,LE1,SKU033,2025-03-01,2025-03-01
CV,4476578,9699253,0,233155,286,LE1,SKU033,2025-03-01,2025-03-01
FS,3847802,8336905,0,200406,241,LE1,SKU033,2025-03-01,2025-03-01
MT,2539178,5229198,0,125702,139,LE1,SKU034,2025-03-01,2025-03-01
GT,2150694,4429152,0,106470,115,LE1,SKU034,2025-03-01,2025-03-01
EC,2345084,4829479,0,116093,139,LE1,SKU034,2025-03-01,2025-03-01
CV,2847602,5864368,0,140970,158,LE1,SKU034,2025-03-01,2025-03-01
FS,2641789,5440516,0,130782,143,LE1,SKU034,2025-03-01,2025-03-01
MT,3613911,7091448,0,170468,173,LE1,SKU035,2025-03-01,2025-03-01
GT,2986815,5860920,0,140888,140,LE1,SKU035,2025-03-01,2025-03-01
EC,2602584,5106956,0,122763,135,LE1,SKU035,2025-03-01,2025-03-01
CV,2660766,5221126,0,125508,129,LE1,SKU035,2025-03-01,2025-03-01
FS,3195284,6269990,0,150721,151,LE1,SKU035,2025-03-01,2025-03-01
MT,2833485,6853080,0,164738,154,LE1,SKU036,2025-03-01,2025-03-01
GT,2815683,6810024,0,163702,150,LE1,SKU036,2025-03-01,2025-03-01
EC,2773908,6708986,0,161274,164,LE1,SKU036,2025-03-01,2025-03-01
CV,2953352,7142990,0,171706,163,LE1,SKU036,2025-03-01,2025-03-01
FS,2805892,6786343,0,163133,151,LE1,SKU036,2025-03-01,2025-03-01
MT,1049621,2538619,0,61024,146,LE1,SKU001,2025-04-01,2025-04-01
GT,1018778,2464020,0,59231,139,LE1,SKU001,2025-04-01,2025-04-01
EC,948909,2295035,0,55169,143,LE1,SKU001,2025-04-01,2025-04-01
CV,1294631,3131201,0,75269,182,LE1,SKU001,2025-04-01,2025-04-01
FS,1000859,2420683,0,58190,138,LE1,SKU001,2025-04-01,2025-04-01
MT,1354562,3096300,0,74430,149,LE1,SKU002,2025-04-01,2025-04-01
GT,1258943,2877732,0,69176,136,LE1,SKU002,2025-04-01,2025-04-01
EC,1656523,3786532,0,91022,198,LE1,SKU002,2025-04-01,2025-04-01
CV,1044571,2387712,0,57397,116,LE1,SKU002,2025-04-01,2025-04-01
FS,1274350,2912950,0,70023,139,LE1,SKU002,2025-04-01,2025-04-01
MT,1592940,3451370,0,82966,143,LE1,SKU003,2025-04-01,2025-04-01
GT,1216800,2636400,0,63375,107,LE1,SKU003,2025-04-01,2025-04-01
EC,1280664,2774772,0,66701,125,LE1,SKU003,2025-04-01,2025-04-01
CV,2143260,4643730,0,111628,195,LE1,SKU003,2025-04-01,2025-04-01
FS,2003340,4340570,0,104341,178,LE1,SKU003,2025-04-01,2025-04-01
MT,1608090,3311826,0,79611,121,LE1,SKU004,2025-04-01,2025-04-01
GT,1655800,3410082,0,81973,122,LE1,SKU004,2025-04-01,2025-04-01
EC,2310261,4757931,0,114373,187,LE1,SKU004,2025-04-01,2025-04-01
CV,3032898,6246185,0,150149,230,LE1,SKU004,2025-04-01,2025-04-01
FS,2402673,4948250,0,118948,178,LE1,SKU004,2025-04-01,2025-04-01
MT,2623882,5148749,0,123768,167,LE1,SKU005,2025-04-01,2025-04-01
GT,3191448,6262464,0,150540,199,LE1,SKU005,2025-04-01,2025-04-01
EC,2438271,4784532,0,115013,168,LE1,SKU005,2025-04-01,2025-04-01
CV,2965032,5818176,0,139860,191,LE1,SKU005,2025-04-01,2025-04-01
FS,3076883,6037658,0,145136,194,LE1,SKU005,2025-04-01,2025-04-01
MT,2347070,5676634,0,136458,166,LE1,SKU006,2025-04-01,2025-04-01
GT,3006442,7271394,0,174793,208,LE1,SKU006,2025-04-01,2025-04-01
EC,2436935,5893983,0,141682,186,LE1,SKU006,2025-04-01,2025-04-01
CV,3216870,7780337,0,187027,230,LE1,SKU006,2025-04-01,2025-04-01
FS,2887222,6983049,0,167862,202,LE1,SKU006,2025-04-01,2025-04-01
MT,2643650,6042629,0,145256,161,LE1,SKU007,2025-04-01,2025-04-01
GT,3840905,8779212,0,211039,229,LE1,SKU007,2025-04-01,2025-04-01
EC,3177171,7262106,0,174570,209,LE1,SKU007,2025-04-01,2025-04-01
CV,2498585,5711051,0,137285,153,LE1,SKU007,2025-04-01,2025-04-01
FS,3921379,8963152,0,215460,236,LE1,SKU007,2025-04-01,2025-04-01
MT,2688516,5825118,0,140027,142,LE1,SKU008,2025-04-01,2025-04-01
GT,4534920,9825660,0,236194,235,LE1,SKU008,2025-04-01,2025-04-01
EC,3598560,7796880,0,187425,206,LE1,SKU008,2025-04-01,2025-04-01
CV,4106214,8896798,0,213865,219,LE1,SKU008,2025-04-01,2025-04-01
FS,4114374,8914478,0,214290,215,LE1,SKU008,2025-04-01,2025-04-01
MT,3771390,7766824,0,186702,175,LE1,SKU009,2025-04-01,2025-04-01
GT,5254626,10821408,0,260130,239,LE1,SKU009,2025-04-01,2025-04-01
EC,4220705,8692145,0,208946,212,LE1,SKU009,2025-04-01,2025-04-01
CV,4675851,9629474,0,231478,219,LE1,SKU009,2025-04-01,2025-04-01
FS,5066231,10433426,0,250804,233,LE1,SKU009,2025-04-01,2025-04-01
MT,1576151,3092825,0,74347,178,LE1,SKU010,2025-04-01,2025-04-01
GT,1711476,3358368,0,80730,190,LE1,SKU010,2025-04-01,2025-04-01
EC,2036256,3995672,0,96050,249,LE1,SKU010,2025-04-01,2025-04-01
CV,2208748,4334148,0,104186,252,LE1,SKU010,2025-04-01,2025-04-01
FS,2237082,4389746,0,105523,250,LE1,SKU010,2025-04-01,2025-04-01
MT,1121280,2711933,0,65191,131,LE1,SKU011,2025-04-01,2025-04-01
GT,1838830,4447404,0,106909,210,LE1,SKU011,2025-04-01,2025-04-01
EC,1753129,4240127,0,101926,221,LE1,SKU011,2025-04-01,2025-04-01
CV,1825934,4416211,0,106159,215,LE1,SKU011,2025-04-01,2025-04-01
FS,2051928,4962802,0,119298,237,LE1,SKU011,2025-04-01,2025-04-01
MT,2031404,4643210,0,111616,193,LE1,SKU012,2025-04-01,2025-04-01
GT,2761566,6312150,0,151734,256,LE1,SKU012,2025-04-01,2025-04-01
EC,2417893,5526612,0,132851,248,LE1,SKU012,2025-04-01,2025-04-01
CV,2708842,6191640,0,148838,260,LE1,SKU012,2025-04-01,2025-04-01
FS,2184398,4992910,0,120022,205,LE1,SKU012,2025-04-01,2025-04-01
MT,2991748,6482120,0,155820,236,LE1,SKU013,2025-04-01,2025-04-01
GT,3894696,8438508,0,202849,301,LE1,SKU013,2025-04-01,2025-04-01
EC,2425218,5254638,0,126313,207,LE1,SKU013,2025-04-01,2025-04-01
CV,3089696,6694342,0,160922,246,LE1,SKU013,2025-04-01,2025-04-01
FS,2877862,6235367,0,149889,225,LE1,SKU013,2025-04-01,2025-04-01
MT,2515546,5180531,0,124532,168,LE1,SKU014,2025-04-01,2025-04-01
GT,4080804,8404032,0,202020,267,LE1,SKU014,2025-04-01,2025-04-01
EC,3876849,7984005,0,191923,280,LE1,SKU014,2025-04-01,2025-04-01
CV,3665088,7547904,0,181440,247,LE1,SKU014,2025-04-01,2025-04-01
FS,4194894,8638989,0,207668,277,LE1,SKU014,2025-04-01,2025-04-01
MT,3845222,7545340,0,181378,220,LE1,SKU015,2025-04-01,2025-04-01
GT,5136495,10079160,0,242288,288,LE1,SKU015,2025-04-01,2025-04-01
EC,3816811,7489591,0,180038,237,LE1,SKU015,2025-04-01,2025-04-01
CV,4889548,9594586,0,230639,283,LE1,SKU015,2025-04-01,2025-04-01
FS,4575432,8978206,0,215822,260,LE1,SKU015,2025-04-01,2025-04-01
MT,3283147,7940634,0,190881,211,LE1,SKU016,2025-04-01,2025-04-01
GT,4283896,10361052,0,249064,270,LE1,SKU016,2025-04-01,2025-04-01
EC,4245057,10267115,0,246806,296,LE1,SKU016,2025-04-01,2025-04-01
CV,4263018,10310555,0,247850,277,LE1,SKU016,2025-04-01,2025-04-01
FS,4304691,10411346,0,250273,274,LE1,SKU016,2025-04-01,2025-04-01
MT,1680569,3841200,0,92337,94,LE1,SKU017,2025-04-01,2025-04-01
GT,2451092,5602350,0,134672,134,LE1,SKU017,2025-04-01,2025-04-01
EC,2558417,5847660,0,140569,154,LE1,SKU017,2025-04-01,2025-04-01
CV,3362491,7685496,0,184748,190,LE1,SKU017,2025-04-01,2025-04-01
FS,2202018,5033054,0,120987,122,LE1,SKU017,2025-04-01,2025-04-01
MT,2677973,5802274,0,139478,131,LE1,SKU018,2025-04-01,2025-04-01
GT,2454192,5317416,0,127822,117,LE1,SKU018,2025-04-01,2025-04-01
EC,2784862,6033868,0,145045,147,LE1,SKU018,2025-04-01,2025-04-01
CV,2691662,5831935,0,140191,133,LE1,SKU018,2025-04-01,2025-04-01
FS,3110851,6740178,0,162024,150,LE1,SKU018,2025-04-01,2025-04-01
MT,1128524,2324088,0,55868,134,LE1,SKU019,2025-04-01,2025-04-01
GT,1063530,2190240,0,52650,124,LE1,SKU019,2025-04-01,2025-04-01
EC,809755,1667615,0,40087,104,LE1,SKU019,2025-04-01,2025-04-01
CV,1417358,2918916,0,70166,170,LE1,SKU019,2025-04-01,2025-04-01
FS,1438583,2962627,0,71217,169,LE1,SKU019,2025-04-01,2025-04-01
MT,1501747,2946824,0,70837,142,LE1,SKU020,2025-04-01,2025-04-01
GT,1644298,3226548,0,77561,152,LE1,SKU020,2025-04-01,2025-04-01
EC,1889473,3707646,0,89126,194,LE1,SKU020,2025-04-01,2025-04-01
CV,1755229,3444223,0,82794,168,LE1,SKU020,2025-04-01,2025-04-01
FS,1561457,3063991,0,73654,146,LE1,SKU020,2025-04-01,2025-04-01
MT,1519405,3674840,0,88338,152,LE1,SKU021,2025-04-01,2025-04-01
GT,1939031,4689750,0,112734,191,LE1,SKU021,2025-04-01,2025-04-01
EC,1564448,3783780,0,90956,170,LE1,SKU021,2025-04-01,2025-04-01
CV,1737146,4201470,0,100997,176,LE1,SKU021,2025-04-01,2025-04-01
FS,1805032,4365660,0,104944,179,LE1,SKU021,2025-04-01,2025-04-01
MT,1461364,3340132,0,80292,122,LE1,SKU022,2025-04-01,2025-04-01
GT,1997720,4566042,0,109761,163,LE1,SKU022,2025-04-01,2025-04-01
EC,2184615,4993214,0,120029,197,LE1,SKU022,2025-04-01,2025-04-01
CV,1715666,3921372,0,94264,144,LE1,SKU022,2025-04-01,2025-04-01
FS,2039801,4662223,0,112073,168,LE1,SKU022,2025-04-01,2025-04-01
MT,1965619,4258842,0,102376,138,LE1,SKU023,2025-04-01,2025-04-01
GT,2770560,6002880,0,144300,191,LE1,SKU023,2025-04-01,2025-04-01
EC,2357268,5107415,0,122774,179,LE1,SKU023,2025-04-01,2025-04-01
CV,2874010,6227021,0,149688,204,LE1,SKU023,2025-04-01,2025-04-01
FS,2312294,5009971,0,120432,161,LE1,SKU023,2025-04-01,2025-04-01
MT,2260004,4654135,0,111878,136,LE1,SKU024,2025-04-01,2025-04-01
GT,3443520,7091408,0,170467,203,LE1,SKU024,2025-04-01,2025-04-01
EC,2956937,6089363,0,146379,193,LE1,SKU024,2025-04-01,2025-04-01
CV,3506986,7222106,0,173608,213,LE1,SKU024,2025-04-01,2025-04-01
FS,3010290,6199237,0,149020,179,LE1,SKU024,2025-04-01,2025-04-01
MT,2388522,4686911,0,112666,125,LE1,SKU025,2025-04-01,2025-04-01
GT,3506666,6881004,0,165409,179,LE1,SKU025,2025-04-01,2025-04-01
EC,3372724,6618175,0,159091,191,LE1,SKU025,2025-04-01,2025-04-01
CV,3926163,7704169,0,185196,207,LE1,SKU025,2025-04-01,2025-04-01
FS,4208722,8258624,0,198525,217,LE1,SKU025,2025-04-01,2025-04-01
MT,2391010,5782908,0,139012,141,LE1,SKU026,2025-04-01,2025-04-01
GT,2726173,6593536,0,158498,158,LE1,SKU026,2025-04-01,2025-04-01
EC,3384896,8186724,0,196796,216,LE1,SKU026,2025-04-01,2025-04-01
CV,3937532,9523332,0,228926,235,LE1,SKU026,2025-04-01,2025-04-01
FS,3139097,7592234,0,182506,183,LE1,SKU026,2025-04-01,2025-04-01
MT,3537903,8086634,0,194390,182,LE1,SKU027,2025-04-01,2025-04-01
GT,4387451,10028460,0,241069,221,LE1,SKU027,2025-04-01,2025-04-01
EC,4375082,10000187,0,240389,244,LE1,SKU027,2025-04-01,2025-04-01
CV,4766703,10895321,0,261907,248,LE1,SKU027,2025-04-01,2025-04-01
FS,4806993,10987413,0,264120,245,LE1,SKU027,2025-04-01,2025-04-01
MT,1419206,3074947,0,73917,177,LE1,SKU028,2025-04-01,2025-04-01
GT,1912248,4143204,0,99596,234,LE1,SKU028,2025-04-01,2025-04-01
EC,1592680,3450807,0,82952,215,LE1,SKU028,2025-04-01,2025-04-01
CV,1722773,3732674,0,89728,217,LE1,SKU028,2025-04-01,2025-04-01
FS,1942661,4209098,0,101180,240,LE1,SKU028,2025-04-01,2025-04-01
MT,1928707,3971807,0,95476,192,LE1,SKU029,2025-04-01,2025-04-01
GT,2445493,5036032,0,121058,238,LE1,SKU029,2025-04-01,2025-04-01
EC,2193077,4516228,0,108563,236,LE1,SKU029,2025-04-01,2025-04-01
CV,3088504,6360190,0,152889,310,LE1,SKU029,2025-04-01,2025-04-01
FS,2965266,6106405,0,146789,291,LE1,SKU029,2025-04-01,2025-04-01
MT,2707902,5313620,0,127731,220,LE1,SKU030,2025-04-01,2025-04-01
GT,3061744,6007950,0,144422,244,LE1,SKU030,2025-04-01,2025-04-01
EC,2465852,4838652,0,116314,217,LE1,SKU030,2025-04-01,2025-04-01
CV,3230482,6339060,0,152381,266,LE1,SKU030,2025-04-01,2025-04-01
FS,2736258,5369260,0,129069,220,LE1,SKU030,2025-04-01,2025-04-01
MT,2106634,5095116,0,122479,185,LE1,SKU031,2025-04-01,2025-04-01
GT,2891567,6993558,0,168114,249,LE1,SKU031,2025-04-01,2025-04-01
EC,2950832,7136897,0,171560,281,LE1,SKU031,2025-04-01,2025-04-01
CV,2339357,5657980,0,136009,208,LE1,SKU031,2025-04-01,2025-04-01
FS,3228519,7808510,0,187705,281,LE1,SKU031,2025-04-01,2025-04-01
MT,2850484,6515392,0,156620,211,LE1,SKU032,2025-04-01,2025-04-01
GT,3605784,8241792,0,198120,262,LE1,SKU032,2025-04-01,2025-04-01
EC,3788366,8659123,0,208152,304,LE1,SKU032,2025-04-01,2025-04-01
CV,4444222,10158221,0,244188,333,LE1,SKU032,2025-04-01,2025-04-01
FS,3709306,8478413,0,203808,272,LE1,SKU032,2025-04-01,2025-04-01
MT,3303460,7157496,0,172055,209,LE1,SKU033,2025-04-01,2025-04-01
GT,4602078,9971168,0,239692,285,LE1,SKU033,2025-04-01,2025-04-01
EC,3982759,8629312,0,207435,273,LE1,SKU033,2025-04-01,2025-04-01
CV,4074008,8827018,0,212188,261,LE1,SKU033,2025-04-01,2025-04-01
FS,4341110,9405739,0,226100,272,LE1,SKU033,2025-04-01,2025-04-01
MT,2238238,4609441,0,110804,123,LE1,SKU034,2025-04-01,2025-04-01
GT,2553949,5259618,0,126433,137,LE1,SKU034,2025-04-01,2025-04-01
EC,2814100,5795375,0,139312,167,LE1,SKU034,2025-04-01,2025-04-01
CV,2698707,5557734,0,133599,149,LE1,SKU034,2025-04-01,2025-04-01
FS,2945880,6066762,0,145836,160,LE1,SKU034,2025-04-01,2025-04-01
MT,2581365,5065320,0,121762,124,LE1,SKU035,2025-04-01,2025-04-01
GT,3338205,6550440,0,157462,157,LE1,SKU035,2025-04-01,2025-04-01
EC,2860855,5613754,0,134946,148,LE1,SKU035,2025-04-01,2025-04-01
CV,2958771,5805890,0,139565,143,LE1,SKU035,2025-04-01,2025-04-01
FS,3390914,6653868,0,159949,161,LE1,SKU035,2025-04-01,2025-04-01
MT,2210118,5345402,0,128495,121,LE1,SKU036,2025-04-01,2025-04-01
GT,2950682,7136532,0,171551,158,LE1,SKU036,2025-04-01,2025-04-01
EC,2930921,7088740,0,170402,173,LE1,SKU036,2025-04-01,2025-04-01
CV,2448665,5922353,0,142364,135,LE1,SKU036,2025-04-01,2025-04-01
FS,2595927,6278522,0,150926,140,LE1,SKU036,2025-04-01,2025-04-01
MT,1005271,2431354,0,58446,140,LE1,SKU001,2025-05-01,2025-05-01
GT,950859,2299752,0,55282,130,LE1,SKU001,2025-05-01,2025-05-01
EC,1064962,2575722,0,61916,161,LE1,SKU001,2025-05-01,2025-05-01
CV,768002,1857492,0,44651,108,LE1,SKU001,2025-05-01,2025-05-01
FS,970983,2348424,0,56452,134,LE1,SKU001,2025-05-01,2025-05-01
MT,1859020,4249407,0,102149,205,LE1,SKU002,2025-05-01,2025-05-01
GT,1316168,3008538,0,72321,142,LE1,SKU002,2025-05-01,2025-05-01
EC,1095721,2504633,0,60208,131,LE1,SKU002,2025-05-01,2025-05-01
CV,1331135,3042749,0,73143,148,LE1,SKU002,2025-05-01,2025-05-01
FS,1217712,2783484,0,66911,133,LE1,SKU002,2025-05-01,2025-05-01
MT,2039880,4419740,0,106244,183,LE1,SKU003,2025-05-01,2025-05-01
GT,1708200,3701100,0,88969,150,LE1,SKU003,2025-05-01,2025-05-01
EC,1873368,4058964,0,97571,182,LE1,SKU003,2025-05-01,2025-05-01
CV,1825740,3955770,0,95091,166,LE1,SKU003,2025-05-01,2025-05-01
FS,1424340,3086070,0,74184,127,LE1,SKU003,2025-05-01,2025-05-01
MT,1965443,4047786,0,97303,147,LE1,SKU004,2025-05-01,2025-05-01
GT,2287248,4710536,0,113234,168,LE1,SKU004,2025-05-01,2025-05-01
EC,2030999,4182797,0,100548,165,LE1,SKU004,2025-05-01,2025-05-01
CV,1768057,3641274,0,87531,134,LE1,SKU004,2025-05-01,2025-05-01
FS,2527667,5205673,0,125136,187,LE1,SKU004,2025-05-01,2025-05-01
MT,2559094,5021619,0,120712,163,LE1,SKU005,2025-05-01,2025-05-01
GT,2513472,4932096,0,118560,157,LE1,SKU005,2025-05-01,2025-05-01
EC,2154056,4226826,0,101606,148,LE1,SKU005,2025-05-01,2025-05-01
CV,2388053,4685990,0,112644,153,LE1,SKU005,2025-05-01,2025-05-01
FS,2553158,5009971,0,120432,161,LE1,SKU005,2025-05-01,2025-05-01
