channel_id,commission,cost_version,freight,listing_fee,month,payment_fee,rebate,sku_id,trade_spend,writeoff
EC,314087,v1.0.0,44342,0,2025-06-01,184757,0,SKU004,73903,0
CV,145166,v1.0.0,49771,0,2025-06-01,41476,0,SKU004,82952,0
FS,105610,v1.0.0,63366,0,2025-06-01,0,0,SKU004,105610,0
MT,211475,v1.0.0,63443,0,2025-06-01,95164,0,SKU005,190328,0
GT,129480,v1.0.0,62150,0,2025-06-01,0,0,SKU005,103584,0
EC,446221,v1.0.0,62996,0,2025-06-01,262483,0,SKU005,104993,0
CV,172519,v1.0.0,59149,0,2025-06-01,49291,0,SKU005,98582,0
FS,100051,v1.0.0,60031,0,2025-06-01,0,0,SKU005,100051,0
MT,259015,v1.0.0,77705,0,2025-06-01,116557,0,SKU006,233114,0
GT,132393,v1.0.0,63549,0,2025-06-01,0,0,SKU006,105914,0
EC,431152,v1.0.0,60869,0,2025-06-01,253619,0,SKU006,101448,0
CV,232484,v1.0.0,79709,0,2025-06-01,66424,0,SKU006,132848,0
FS,118531,v1.0.0,71119,0,2025-06-01,0,0,SKU006,118531,0
MT,290511,v1.0.0,87153,0,2025-06-01,130730,0,SKU007,261460,0
GT,150199,v1.0.0,72095,0,2025-06-01,0,0,SKU007,120159,0
EC,453194,v1.0.0,63980,0,2025-06-01,266584,0,SKU007,106634,0
CV,260565,v1.0.0,89337,0,2025-06-01,74447,0,SKU007,148894,0
FS,136991,v1.0.0,82195,0,2025-06-01,0,0,SKU007,136991,0
MT,337688,v1.0.0,101306,0,2025-06-01,151960,0,SKU008,303919,0
GT,176109,v1.0.0,84532,0,2025-06-01,0,0,SKU008,140888,0
EC,688225,v1.0.0,97161,0,2025-06-01,404838,0,SKU008,161935,0
CV,269892,v1.0.0,92534,0,2025-06-01,77112,0,SKU008,154224,0
FS,148465,v1.0.0,89079,0,2025-06-01,0,0,SKU008,148465,0
MT,284666,v1.0.0,85400,0,2025-06-01,128100,0,SKU009,256200,0
GT,220886,v1.0.0,106025,0,2025-06-01,0,0,SKU009,176709,0
EC,724210,v1.0.0,102241,0,2025-06-01,426006,0,SKU009,170402,0
CV,220610,v1.0.0,75638,0,2025-06-01,63032,0,SKU009,126063,0
FS,181999,v1.0.0,109199,0,2025-06-01,0,0,SKU009,181999,0
MT,151272,v1.0.0,45382,0,2025-06-01,68072,0,SKU010,136145,0
GT,85995,v1.0.0,41278,0,2025-06-01,0,0,SKU010,68796,0
EC,245602,v1.0.0,34673,0,2025-06-01,144472,0,SKU010,57789,0
CV,154791,v1.0.0,53071,0,2025-06-01,44226,0,SKU010,88452,0
FS,58711,v1.0.0,35226,0,2025-06-01,0,0,SKU010,58711,0
MT,163439,v1.0.0,49032,0,2025-06-01,73547,0,SKU011,147095,0
GT,118438,v1.0.0,56850,0,2025-06-01,0,0,SKU011,94750,0
EC,332042,v1.0.0,46877,0,2025-06-01,195319,0,SKU011,78128,0
CV,191289,v1.0.0,65585,0,2025-06-01,54654,0,SKU011,109308,0
FS,82575,v1.0.0,49545,0,2025-06-01,0,0,SKU011,82575,0
MT,270265,v1.0.0,81080,0,2025-06-01,121619,0,SKU012,243238,0
GT,101766,v1.0.0,48848,0,2025-06-01,0,0,SKU012,81412,0
EC,479808,v1.0.0,67738,0,2025-06-01,282240,0,SKU012,112896,0
CV,160414,v1.0.0,54999,0,2025-06-01,45832,0,SKU012,91665,0
FS,115318,v1.0.0,69190,0,2025-06-01,0,0,SKU012,115318,0
MT,206853,v1.0.0,62056,0,2025-06-01,93084,0,SKU013,186168,0
GT,160473,v1.0.0,77027,0,2025-06-01,0,0,SKU013,128378,0
EC,412372,v1.0.0,58217,0,2025-06-01,242572,0,SKU013,97029,0
CV,213979,v1.0.0,73364,0,2025-06-01,61137,0,SKU013,122274,0
FS,141913,v1.0.0,85148,0,2025-06-01,0,0,SKU013,141913,0
MT,235923,v1.0.0,70777,0,2025-06-01,106165,0,SKU014,212331,0
GT,205920,v1.0.0,98842,0,2025-06-01,0,0,SKU014,164736,0
EC,467813,v1.0.0,66044,0,2025-06-01,275184,0,SKU014,110074,0
CV,241315,v1.0.0,82737,0,2025-06-01,68947,0,SKU014,137894,0
FS,140195,v1.0.0,84117,0,2025-06-01,0,0,SKU014,140195,0
MT,359366,v1.0.0,107810,0,2025-06-01,161715,0,SKU015,323430,0
GT,180850,v1.0.0,86808,0,2025-06-01,0,0,SKU015,144680,0
EC,753186,v1.0.0,106332,0,2025-06-01,443051,0,SKU015,177220,0
CV,299411,v1.0.0,102655,0,2025-06-01,85546,0,SKU015,171092,0
FS,167177,v1.0.0,100306,0,2025-06-01,0,0,SKU015,167177,0
MT,445450,v1.0.0,133635,0,2025-06-01,200453,0,SKU016,400905,0
GT,204384,v1.0.0,98104,0,2025-06-01,0,0,SKU016,163508,0
EC,847911,v1.0.0,119705,0,2025-06-01,498771,0,SKU016,199508,0
CV,323771,v1.0.0,111007,0,2025-06-01,92506,0,SKU016,185012,0
FS,188175,v1.0.0,112905,0,2025-06-01,0,0,SKU016,188175,0
MT,217549,v1.0.0,65265,0,2025-06-01,97897,0,SKU017,195794,0
GT,125348,v1.0.0,60167,0,2025-06-01,0,0,SKU017,100279,0
EC,430140,v1.0.0,60726,0,2025-06-01,253024,0,SKU017,101210,0
CV,192579,v1.0.0,66027,0,2025-06-01,55023,0,SKU017,110045,0
FS,117296,v1.0.0,70377,0,2025-06-01,0,0,SKU017,117296,0
MT,210864,v1.0.0,63259,0,2025-06-01,94889,0,SKU018,189778,0
GT,136792,v1.0.0,65660,0,2025-06-01,0,0,SKU018,109434,0
EC,455218,v1.0.0,64266,0,2025-06-01,267775,0,SKU018,107110,0
CV,200831,v1.0.0,68856,0,2025-06-01,57380,0,SKU018,114761,0
FS,137609,v1.0.0,82565,0,2025-06-01,0,0,SKU018,137609,0
MT,94201,v1.0.0,28260,0,2025-06-01,42391,0,SKU019,84781,0
GT,54405,v1.0.0,26114,0,2025-06-01,0,0,SKU019,43524,0
EC,152489,v1.0.0,21528,0,2025-06-01,89699,0,SKU019,35880,0
CV,88112,v1.0.0,30210,0,2025-06-01,25175,0,SKU019,50350,0
FS,36824,v1.0.0,22095,0,2025-06-01,0,0,SKU019,36824,0
MT,121552,v1.0.0,36466,0,2025-06-01,54699,0,SKU020,109397,0
GT,74941,v1.0.0,35972,0,2025-06-01,0,0,SKU020,59953,0
EC,217600,v1.0.0,30720,0,2025-06-01,128000,0,SKU020,51200,0
CV,83911,v1.0.0,28770,0,2025-06-01,23975,0,SKU020,47949,0
FS,65147,v1.0.0,39088,0,2025-06-01,0,0,SKU020,65147,0
MT,169990,v1.0.0,50997,0,2025-06-01,76496,0,SKU021,152991,0
GT,98719,v1.0.0,47385,0,2025-06-01,0,0,SKU021,78975,0
EC,281138,v1.0.0,39690,0,2025-06-01,165375,0,SKU021,66150,0
CV,147184,v1.0.0,50463,0,2025-06-01,42052,0,SKU021,84105,0
FS,72858,v1.0.0,43714,0,2025-06-01,0,0,SKU021,72858,0
MT,182902,v1.0.0,54870,0,2025-06-01,82306,0,SKU022,164611,0
GT,114623,v1.0.0,55019,0,2025-06-01,0,0,SKU022,91699,0
EC,337590,v1.0.0,47660,0,2025-06-01,198582,0,SKU022,79433,0
CV,174388,v1.0.0,59790,0,2025-06-01,49825,0,SKU022,99650,0
FS,68756,v1.0.0,41254,0,2025-06-01,0,0,SKU022,68756,0
MT,179693,v1.0.0,53908,0,2025-06-01,80862,0,SKU023,161723,0
GT,117000,v1.0.0,56160,0,2025-06-01,0,0,SKU023,93600,0
EC,393443,v1.0.0,55545,0,2025-06-01,231437,0,SKU023,92575,0
CV,169344,v1.0.0,58061,0,2025-06-01,48384,0,SKU023,96768,0
FS,101904,v1.0.0,61142,0,2025-06-01,0,0,SKU023,101904,0
MT,250878,v1.0.0,75264,0,2025-06-01,112895,0,SKU024,225790,0
GT,173062,v1.0.0,83070,0,2025-06-01,0,0,SKU024,138450,0
EC,433814,v1.0.0,61244,0,2025-06-01,255185,0,SKU024,102074,0
CV,239529,v1.0.0,82124,0,2025-06-01,68437,0,SKU024,136874,0
FS,141141,v1.0.0,84685,0,2025-06-01,0,0,SKU024,141141,0
MT,292001,v1.0.0,87600,0,2025-06-01,131400,0,SKU025,262801,0
GT,200582,v1.0.0,96279,0,2025-06-01,0,0,SKU025,160466,0
EC,739729,v1.0.0,104432,0,2025-06-01,435135,0,SKU025,174054,0
CV,236056,v1.0.0,80934,0,2025-06-01,67445,0,SKU025,134889,0
FS,144518,v1.0.0,86711,0,2025-06-01,0,0,SKU025,144518,0
MT,331194,v1.0.0,99358,0,2025-06-01,149037,0,SKU026,298074,0
GT,162642,v1.0.0,78068,0,2025-06-01,0,0,SKU026,130114,0
EC,653176,v1.0.0,92213,0,2025-06-01,384221,0,SKU026,153688,0
CV,241778,v1.0.0,82895,0,2025-06-01,69080,0,SKU026,138159,0
FS,184556,v1.0.0,110734,0,2025-06-01,0,0,SKU026,184556,0
MT,379555,v1.0.0,113867,0,2025-06-01,170800,0,SKU027,341600,0
GT,216401,v1.0.0,103873,0,2025-06-01,0,0,SKU027,173121,0
EC,655238,v1.0.0,92504,0,2025-06-01,385434,0,SKU027,154174,0
CV,339283,v1.0.0,116326,0,2025-06-01,96938,0,SKU027,193876,0
FS,215735,v1.0.0,129441,0,2025-06-01,0,0,SKU027,215735,0
MT,176713,v1.0.0,53014,0,2025-06-01,79521,0,SKU028,159042,0
GT,97402,v1.0.0,46753,0,2025-06-01,0,0,SKU028,77922,0
EC,228059,v1.0.0,32197,0,2025-06-01,134152,0,SKU028,53661,0
CV,132168,v1.0.0,45315,0,2025-06-01,37762,0,SKU028,75524,0
FS,78512,v1.0.0,47107,0,2025-06-01,0,0,SKU028,78512,0
MT,218466,v1.0.0,65540,0,2025-06-01,98310,0,SKU029,196619,0
GT,104288,v1.0.0,50058,0,2025-06-01,0,0,SKU029,83431,0
EC,391681,v1.0.0,55296,0,2025-06-01,230400,0,SKU029,92160,0
CV,160000,v1.0.0,54857,0,2025-06-01,45714,0,SKU029,91429,0
FS,113696,v1.0.0,68218,0,2025-06-01,0,0,SKU029,113696,0
MT,211055,v1.0.0,63316,0,2025-06-01,94975,0,SKU030,189950,0
GT,142594,v1.0.0,68445,0,2025-06-01,0,0,SKU030,114075,0
EC,502299,v1.0.0,70913,0,2025-06-01,295470,0,SKU030,118188,0
CV,183566,v1.0.0,62937,0,2025-06-01,52448,0,SKU030,104895,0
FS,111940,v1.0.0,67164,0,2025-06-01,0,0,SKU030,111940,0
MT,250401,v1.0.0,75120,0,2025-06-01,112680,0,SKU031,225361,0
GT,182008,v1.0.0,87364,0,2025-06-01,0,0,SKU031,145606,0
EC,506385,v1.0.0,71490,0,2025-06-01,297873,0,SKU031,119149,0
CV,189470,v1.0.0,64961,0,2025-06-01,54134,0,SKU031,108269,0
FS,153464,v1.0.0,92078,0,2025-06-01,0,0,SKU031,153464,0
MT,251814,v1.0.0,75544,0,2025-06-01,113316,0,SKU032,226633,0
GT,253500,v1.0.0,121680,0,2025-06-01,0,0,SKU032,202800,0
EC,551779,v1.0.0,77898,0,2025-06-01,324576,0,SKU032,129830,0
CV,193687,v1.0.0,66407,0,2025-06-01,55339,0,SKU032,110678,0
FS,151312,v1.0.0,90787,0,2025-06-01,0,0,SKU032,151312,0
MT,395981,v1.0.0,118794,0,2025-06-01,178192,0,SKU033,356383,0
GT,251806,v1.0.0,120867,0,2025-06-01,0,0,SKU033,201445,0
EC,726572,v1.0.0,102575,0,2025-06-01,427395,0,SKU033,170958,0
CV,339333,v1.0.0,116343,0,2025-06-01,96952,0,SKU033,193905,0
FS,180194,v1.0.0,108117,0,2025-06-01,0,0,SKU033,180194,0
MT,190694,v1.0.0,57208,0,2025-06-01,85812,0,SKU034,171625,0
GT,128334,v1.0.0,61600,0,2025-06-01,0,0,SKU034,102668,0
EC,397641,v1.0.0,56138,0,2025-06-01,233906,0,SKU034,93563,0
CV,126413,v1.0.0,43341,0,2025-06-01,36118,0,SKU034,72236,0
FS,95593,v1.0.0,57356,0,2025-06-01,0,0,SKU034,95593,0
MT,228914,v1.0.0,68674,0,2025-06-01,103011,0,SKU035,206022,0
GT,127420,v1.0.0,61162,0,2025-06-01,0,0,SKU035,101936,0
EC,407837,v1.0.0,57577,0,2025-06-01,239904,0,SKU035,95962,0
CV,168683,v1.0.0,57834,0,2025-06-01,48195,0,SKU035,96390,0
FS,95969,v1.0.0,57582,0,2025-06-01,0,0,SKU035,95969,0
MT,203835,v1.0.0,61151,0,2025-06-01,91726,0,SKU036,183452,0
GT,144641,v1.0.0,69428,0,2025-06-01,0,0,SKU036,115713,0
EC,613854,v1.0.0,86662,0,2025-06-01,361091,0,SKU036,144436,0
CV,164317,v1.0.0,56337,0,2025-06-01,46948,0,SKU036,93895,0
FS,110975,v1.0.0,66585,0,2025-06-01,0,0,SKU036,110975,0
MT,85950,v1.0.0,25785,0,2025-07-01,38678,0,SKU001,96694,0
GT,67129,v1.0.0,32222,0,2025-07-01,0,0,SKU001,53703,0
EC,186225,v1.0.0,26291,0,2025-07-01,109544,0,SKU001,43818,0
CV,87516,v1.0.0,30006,0,2025-07-01,25005,0,SKU001,50009,0
FS,36824,v1.0.0,22095,0,2025-07-01,0,0,SKU001,36824,0
MT,119910,v1.0.0,35973,0,2025-07-01,53959,0,SKU002,134899,0
GT,72845,v1.0.0,34965,0,2025-07-01,0,0,SKU002,58276,0
EC,249838,v1.0.0,35271,0,2025-07-01,146963,0,SKU002,58785,0
CV,110222,v1.0.0,37791,0,2025-07-01,31492,0,SKU002,62984,0
FS,52284,v1.0.0,31370,0,2025-07-01,0,0,SKU002,52284,0
MT,148025,v1.0.0,44408,0,2025-07-01,66611,0,SKU003,166528,0
GT,76781,v1.0.0,36855,0,2025-07-01,0,0,SKU003,61425,0
EC,296132,v1.0.0,41807,0,2025-07-01,174195,0,SKU003,69678,0
CV,140569,v1.0.0,48195,0,2025-07-01,40162,0,SKU003,80325,0
FS,67068,v1.0.0,40240,0,2025-07-01,0,0,SKU003,67068,0
MT,164394,v1.0.0,49318,0,2025-07-01,73977,0,SKU004,184943,0
GT,104898,v1.0.0,50351,0,2025-07-01,0,0,SKU004,83918,0
EC,271354,v1.0.0,38309,0,2025-07-01,159620,0,SKU004,63848,0
CV,159306,v1.0.0,54619,0,2025-07-01,45516,0,SKU004,91032,0
FS,84708,v1.0.0,50825,0,2025-07-01,0,0,SKU004,84708,0
MT,222477,v1.0.0,66743,0,2025-07-01,100115,0,SKU005,250286,0
GT,121680,v1.0.0,58406,0,2025-07-01,0,0,SKU005,97344,0
EC,388644,v1.0.0,54867,0,2025-07-01,228614,0,SKU005,91446,0
CV,187337,v1.0.0,64230,0,2025-07-01,53525,0,SKU005,107050,0
FS,87082,v1.0.0,52249,0,2025-07-01,0,0,SKU005,87082,0
MT,227825,v1.0.0,68347,0,2025-07-01,102521,0,SKU006,256303,0
GT,170467,v1.0.0,81824,0,2025-07-01,0,0,SKU006,136373,0
EC,452444,v1.0.0,63874,0,2025-07-01,266144,0,SKU006,106457,0
CV,203130,v1.0.0,69645,0,2025-07-01,58037,0,SKU006,116074,0
FS,139771,v1.0.0,83862,0,2025-07-01,0,0,SKU006,139771,0
MT,284552,v1.0.0,85366,0,2025-07-01,128048,0,SKU007,320121,0
GT,199631,v1.0.0,95823,0,2025-07-01,0,0,SKU007,159705,0
EC,567223,v1.0.0,80079,0,2025-07-01,333661,0,SKU007,133464,0
CV,268304,v1.0.0,91990,0,2025-07-01,76658,0,SKU007,153317,0
FS,113658,v1.0.0,68195,0,2025-07-01,0,0,SKU007,113658,0
MT,404252,v1.0.0,121275,0,2025-07-01,181913,0,SKU008,454783,0
GT,183361,v1.0.0,88013,0,2025-07-01,0,0,SKU008,146689,0
EC,621314,v1.0.0,87715,0,2025-07-01,365479,0,SKU008,146192,0
CV,254429,v1.0.0,87233,0,2025-07-01,72694,0,SKU008,145388,0
FS,142724,v1.0.0,85634,0,2025-07-01,0,0,SKU008,142724,0
MT,374284,v1.0.0,112285,0,2025-07-01,168428,0,SKU009,421069,0
GT,232099,v1.0.0,111407,0,2025-07-01,0,0,SKU009,185679,0
EC,782837,v1.0.0,110518,0,2025-07-01,460492,0,SKU009,184197,0
CV,308854,v1.0.0,105893,0,2025-07-01,88244,0,SKU009,176488,0
FS,193540,v1.0.0,116124,0,2025-07-01,0,0,SKU009,193540,0
MT,158148,v1.0.0,47444,0,2025-07-01,71167,0,SKU010,177916,0
GT,80291,v1.0.0,38540,0,2025-07-01,0,0,SKU010,64233,0
EC,296881,v1.0.0,41913,0,2025-07-01,174636,0,SKU010,69854,0
CV,105972,v1.0.0,36333,0,2025-07-01,30278,0,SKU010,60556,0
FS,72259,v1.0.0,43356,0,2025-07-01,0,0,SKU010,72259,0
MT,171652,v1.0.0,51496,0,2025-07-01,77243,0,SKU011,193108,0
GT,116342,v1.0.0,55844,0,2025-07-01,0,0,SKU011,93074,0
EC,265956,v1.0.0,37547,0,2025-07-01,156445,0,SKU011,62578,0
CV,142222,v1.0.0,48762,0,2025-07-01,40635,0,SKU011,81270,0
FS,93779,v1.0.0,56267,0,2025-07-01,0,0,SKU011,93779,0
MT,164260,v1.0.0,49278,0,2025-07-01,73917,0,SKU012,184792,0
GT,140766,v1.0.0,67568,0,2025-07-01,0,0,SKU012,112612,0
EC,342988,v1.0.0,48422,0,2025-07-01,201758,0,SKU012,80703,0
CV,187701,v1.0.0,64354,0,2025-07-01,53629,0,SKU012,107258,0
FS,93122,v1.0.0,55874,0,2025-07-01,0,0,SKU012,93122,0
MT,227538,v1.0.0,68261,0,2025-07-01,102392,0,SKU013,255981,0
GT,126433,v1.0.0,60688,0,2025-07-01,0,0,SKU013,101146,0
EC,499975,v1.0.0,70585,0,2025-07-01,294103,0,SKU013,117641,0
CV,206438,v1.0.0,70779,0,2025-07-01,58982,0,SKU013,117964,0
FS,134762,v1.0.0,80857,0,2025-07-01,0,0,SKU013,134762,0
MT,311712,v1.0.0,93514,0,2025-07-01,140270,0,SKU014,350676,0
GT,209820,v1.0.0,100714,0,2025-07-01,0,0,SKU014,167856,0
EC,635746,v1.0.0,89752,0,2025-07-01,373968,0,SKU014,149587,0
CV,273067,v1.0.0,93623,0,2025-07-01,78019,0,SKU014,156038,0
FS,143901,v1.0.0,86340,0,2025-07-01,0,0,SKU014,143901,0
MT,398693,v1.0.0,119608,0,2025-07-01,179412,0,SKU015,448530,0
GT,227577,v1.0.0,109237,0,2025-07-01,0,0,SKU015,182062,0
EC,561563,v1.0.0,79279,0,2025-07-01,330331,0,SKU015,132132,0
CV,302934,v1.0.0,103863,0,2025-07-01,86553,0,SKU015,173105,0
FS,130178,v1.0.0,78107,0,2025-07-01,0,0,SKU015,130178,0
MT,373940,v1.0.0,112182,0,2025-07-01,168273,0,SKU016,420682,0
GT,301348,v1.0.0,144647,0,2025-07-01,0,0,SKU016,241078,0
EC,669557,v1.0.0,94526,0,2025-07-01,393857,0,SKU016,157543,0
CV,261855,v1.0.0,89779,0,2025-07-01,74816,0,SKU016,149631,0
FS,238606,v1.0.0,143164,0,2025-07-01,0,0,SKU016,238606,0
MT,279242,v1.0.0,83773,0,2025-07-01,125659,0,SKU017,314147,0
GT,168858,v1.0.0,81052,0,2025-07-01,0,0,SKU017,135086,0
EC,388719,v1.0.0,54878,0,2025-07-01,228658,0,SKU017,91463,0
CV,206636,v1.0.0,70847,0,2025-07-01,59039,0,SKU017,118078,0
FS,97610,v1.0.0,58566,0,2025-07-01,0,0,SKU017,97610,0
MT,272366,v1.0.0,81710,0,2025-07-01,122565,0,SKU018,306412,0
GT,124459,v1.0.0,59740,0,2025-07-01,0,0,SKU018,99567,0
EC,524190,v1.0.0,74003,0,2025-07-01,308347,0,SKU018,123339,0
CV,203874,v1.0.0,69900,0,2025-07-01,58250,0,SKU018,116500,0
FS,122516,v1.0.0,73510,0,2025-07-01,0,0,SKU018,122516,0
MT,108641,v1.0.0,32592,0,2025-07-01,48888,0,SKU019,122221,0
GT,69761,v1.0.0,33485,0,2025-07-01,0,0,SKU019,55809,0
EC,197021,v1.0.0,27815,0,2025-07-01,115895,0,SKU019,46358,0
CV,79777,v1.0.0,27352,0,2025-07-01,22793,0,SKU019,45587,0
FS,56279,v1.0.0,33767,0,2025-07-01,0,0,SKU019,56279,0
MT,112518,v1.0.0,33755,0,2025-07-01,50633,0,SKU020,126583,0
GT,77561,v1.0.0,37229,0,2025-07-01,0,0,SKU020,62049,0
EC,232107,v1.0.0,32768,0,2025-07-01,136534,0,SKU020,54613,0
CV,83200,v1.0.0,28526,0,2025-07-01,23771,0,SKU020,47543,0
FS,57263,v1.0.0,34358,0,2025-07-01,0,0,SKU020,57263,0
MT,127970,v1.0.0,38391,0,2025-07-01,57586,0,SKU021,143966,0
GT,130406,v1.0.0,62595,0,2025-07-01,0,0,SKU021,104325,0
EC,260521,v1.0.0,36779,0,2025-07-01,153248,0,SKU021,61299,0
CV,138915,v1.0.0,47628,0,2025-07-01,39690,0,SKU021,79380,0
FS,82025,v1.0.0,49215,0,2025-07-01,0,0,SKU021,82025,0
MT,179636,v1.0.0,53891,0,2025-07-01,80836,0,SKU022,202090,0
GT,116708,v1.0.0,56020,0,2025-07-01,0,0,SKU022,93366,0
EC,373913,v1.0.0,52788,0,2025-07-01,219949,0,SKU022,87980,0
CV,192298,v1.0.0,65931,0,2025-07-01,54942,0,SKU022,109885,0
FS,75357,v1.0.0,45214,0,2025-07-01,0,0,SKU022,75357,0
MT,239590,v1.0.0,71877,0,2025-07-01,107816,0,SKU023,269539,0
GT,116220,v1.0.0,55786,0,2025-07-01,0,0,SKU023,92976,0
EC,395842,v1.0.0,55884,0,2025-07-01,232848,0,SKU023,93139,0
CV,174636,v1.0.0,59875,0,2025-07-01,49896,0,SKU023,99792,0
FS,119197,v1.0.0,71518,0,2025-07-01,0,0,SKU023,119197,0
MT,215620,v1.0.0,64686,0,2025-07-01,97029,0,SKU024,242572,0
GT,160948,v1.0.0,77255,0,2025-07-01,0,0,SKU024,128758,0
EC,417845,v1.0.0,58990,0,2025-07-01,245791,0,SKU024,98317,0
CV,196085,v1.0.0,67229,0,2025-07-01,56024,0,SKU024,112049,0
FS,106198,v1.0.0,63719,0,2025-07-01,0,0,SKU024,106198,0
MT,309878,v1.0.0,92964,0,2025-07-01,139445,0,SKU025,348613,0
GT,162557,v1.0.0,78027,0,2025-07-01,0,0,SKU025,130046,0
EC,543832,v1.0.0,76776,0,2025-07-01,319901,0,SKU025,127961,0
CV,250245,v1.0.0,85798,0,2025-07-01,71499,0,SKU025,142997,0
FS,125701,v1.0.0,75421,0,2025-07-01,0,0,SKU025,125701,0
MT,412369,v1.0.0,123711,0,2025-07-01,185566,0,SKU026,463915,0
GT,170930,v1.0.0,82046,0,2025-07-01,0,0,SKU026,136744,0
EC,691411,v1.0.0,97611,0,2025-07-01,406712,0,SKU026,162685,0
CV,257241,v1.0.0,88197,0,2025-07-01,73497,0,SKU026,146995,0
FS,166511,v1.0.0,99906,0,2025-07-01,0,0,SKU026,166511,0
MT,372526,v1.0.0,111758,0,2025-07-01,167637,0,SKU027,419092,0
GT,176036,v1.0.0,84497,0,2025-07-01,0,0,SKU027,140829,0
EC,703518,v1.0.0,99320,0,2025-07-01,413834,0,SKU027,165534,0
CV,333198,v1.0.0,114239,0,2025-07-01,95199,0,SKU027,190399,0
FS,184662,v1.0.0,110797,0,2025-07-01,0,0,SKU027,184662,0
MT,154022,v1.0.0,46207,0,2025-07-01,69310,0,SKU028,173275,0
GT,87311,v1.0.0,41909,0,2025-07-01,0,0,SKU028,69849,0
EC,330618,v1.0.0,46675,0,2025-07-01,194481,0,SKU028,77792,0
CV,135740,v1.0.0,46539,0,2025-07-01,38783,0,SKU028,77566,0
FS,80597,v1.0.0,48358,0,2025-07-01,0,0,SKU028,80597,0
MT,176580,v1.0.0,52974,0,2025-07-01,79461,0,SKU029,198652,0
GT,117914,v1.0.0,56599,0,2025-07-01,0,0,SKU029,94331,0
EC,265956,v1.0.0,37547,0,2025-07-01,156445,0,SKU029,62578,0
CV,181334,v1.0.0,62172,0,2025-07-01,51810,0,SKU029,103619,0
FS,102078,v1.0.0,61247,0,2025-07-01,0,0,SKU029,102078,0
MT,224425,v1.0.0,67328,0,2025-07-01,100991,0,SKU030,252478,0
GT,150516,v1.0.0,72248,0,2025-07-01,0,0,SKU030,120412,0
EC,477934,v1.0.0,67473,0,2025-07-01,281138,0,SKU030,112455,0
CV,194316,v1.0.0,66622,0,2025-07-01,55519,0,SKU030,111038,0
FS,126898,v1.0.0,76138,0,2025-07-01,0,0,SKU030,126898,0
MT,199232,v1.0.0,59770,0,2025-07-01,89654,0,SKU031,224136,0
GT,183398,v1.0.0,88031,0,2025-07-01,0,0,SKU031,146718,0
EC,542708,v1.0.0,76618,0,2025-07-01,319240,0,SKU031,127696,0
CV,237545,v1.0.0,81444,0,2025-07-01,67870,0,SKU031,135740,0
FS,139163,v1.0.0,83498,0,2025-07-01,0,0,SKU031,139163,0
MT,294598,v1.0.0,88380,0,2025-07-01,132569,0,SKU032,331423,0
GT,206700,v1.0.0,99216,0,2025-07-01,0,0,SKU032,165360,0
EC,563774,v1.0.0,79592,0,2025-07-01,331632,0,SKU032,132653,0
CV,287885,v1.0.0,98703,0,2025-07-01,82253,0,SKU032,164506,0
FS,177251,v1.0.0,106351,0,2025-07-01,0,0,SKU032,177251,0
MT,406830,v1.0.0,122049,0,2025-07-01,183074,0,SKU033,457684,0
GT,159218,v1.0.0,76424,0,2025-07-01,0,0,SKU033,127374,0
EC,697296,v1.0.0,98442,0,2025-07-01,410174,0,SKU033,164070,0
CV,318198,v1.0.0,109096,0,2025-07-01,90914,0,SKU033,181827,0
FS,173343,v1.0.0,104006,0,2025-07-01,0,0,SKU033,173343,0
MT,177286,v1.0.0,53186,0,2025-07-01,79779,0,SKU034,199447,0
GT,91260,v1.0.0,43805,0,2025-07-01,0,0,SKU034,73008,0
EC,415184,v1.0.0,58614,0,2025-07-01,244226,0,SKU034,97690,0
CV,180590,v1.0.0,61916,0,2025-07-01,51597,0,SKU034,103194,0
FS,97098,v1.0.0,58259,0,2025-07-01,0,0,SKU034,97098,0
MT,219172,v1.0.0,65752,0,2025-07-01,98628,0,SKU035,246569,0
GT,145031,v1.0.0,69615,0,2025-07-01,0,0,SKU035,116025,0
EC,395092,v1.0.0,55778,0,2025-07-01,232407,0,SKU035,92963,0
CV,189768,v1.0.0,65063,0,2025-07-01,54219,0,SKU035,108439,0
FS,121397,v1.0.0,72838,0,2025-07-01,0,0,SKU035,121397,0
MT,207350,v1.0.0,62205,0,2025-07-01,93307,0,SKU036,233268,0
GT,141278,v1.0.0,67813,0,2025-07-01,0,0,SKU036,113022,0
EC,603508,v1.0.0,85201,0,2025-07-01,355005,0,SKU036,142002,0
CV,234303,v1.0.0,80333,0,2025-07-01,66944,0,SKU036,133888,0
FS,118077,v1.0.0,70846,0,2025-07-01,0,0,SKU036,118077,0
MT,110704,v1.0.0,33211,0,2025-08-01,49817,0,SKU001,124542,0
GT,55282,v1.0.0,26536,0,2025-08-01,0,0,SKU001,44226,0
EC,179478,v1.0.0,25338,0,2025-08-01,105575,0,SKU001,42230,0
CV,96447,v1.0.0,33067,0,2025-08-01,27556,0,SKU001,55112,0
FS,38214,v1.0.0,22928,0,2025-08-01,0,0,SKU001,38214,0
MT,146191,v1.0.0,43857,0,2025-08-01,65786,0,SKU002,164465,0
GT,78085,v1.0.0,37481,0,2025-08-01,0,0,SKU002,62468,0
EC,248226,v1.0.0,35044,0,2025-08-01,146015,0,SKU002,58406,0
CV,105245,v1.0.0,36084,0,2025-08-01,30070,0,SKU002,60140,0
