channel_id,cogs,commission,contribution_margin,customer_id,date,discount,freight,gross_sales,is_intercompany,is_stockout,line_id,month,net_sales,order_id,payment_fee,promo_id,region,returns,sku_id,trade_spend,units
GT,5042420,231904,3704989,CUST016,2025-05-01,190280,111314,9514000,False,False,LINE000005112,2025-05-01,9276150,ORD00005112,0,,North,47570,SKU015,185523,268
EC,5117680,723910,1976641,CUST017,2025-05-01,965600,102199,9656000,False,False,LINE000005113,2025-05-01,8516592,ORD00005113,425830,,Central,173808,SKU015,170332,272
CV,3443145,214872,2223330,CUST018,2025-05-01,324825,73670,6496500,False,False,LINE000005114,2025-05-01,6139193,ORD00005114,61392,,South,32482,SKU015,122784,183
FS,4703750,171288,3415277,CUST019,2025-05-01,266250,102772,8875000,False,False,LINE000005115,2025-05-01,8564375,ORD00005115,0,,North,44375,SKU015,171288,250
MT,5148390,457369,4970889,CUST021,2025-05-01,478920,137211,11973000,False,False,LINE000005116,2025-05-01,11434215,ORD00005116,205816,,South,59865,SKU016,514540,307
GT,4796220,271879,5459046,CUST022,2025-05-01,223080,130502,11154000,False,False,LINE000005117,2025-05-01,10875150,ORD00005117,0,,North,55770,SKU016,217503,286
EC,4259580,742653,3018417,CUST023,2025-05-01,990600,104845,9906000,False,False,LINE000005118,2025-05-01,8737092,ORD00005118,436855,,Central,178308,SKU016,174742,254
CV,4812990,370208,4949936,CUST024,2025-05-01,559650,126929,11193000,False,False,LINE000005119,2025-05-01,10577385,ORD00005119,105774,,South,55965,SKU016,211548,287
FS,4024800,180648,4537915,CUST001,2025-05-01,280800,108389,9360000,False,False,LINE000005120,2025-05-01,9032400,ORD00005120,0,,North,46800,SKU016,180648,240
MT,2360783,176962,1554490,CUST003,2025-05-01,185300,53088,4632500,False,False,LINE000005121,2025-05-01,4424038,ORD00005121,79633,,South,23162,SKU017,199082,109
GT,3010540,143995,2420963,CUST004,2025-05-01,118150,69118,5907500,False,False,LINE000005122,2025-05-01,5759812,ORD00005122,0,,North,29538,SKU017,115196,139
EC,3270443,481120,1444532,CUST005,2025-05-01,641750,67923,6417500,False,False,LINE000005123,2025-05-01,5660235,ORD00005123,283012,,Central,115515,SKU017,113205,151
CV,2447417,158843,1741492,CUST006,2025-05-01,240125,54460,4802500,False,False,LINE000005124,2025-05-01,4538363,ORD00005124,45384,,South,24012,SKU017,90767,113
FS,2577369,97610,2049332,CUST007,2025-05-01,151725,58566,5057500,False,False,LINE000005125,2025-05-01,4880487,ORD00005125,0,,North,25288,SKU017,97610,119
MT,2737920,217893,2082958,CUST009,2025-05-01,228160,65368,5704000,False,False,LINE000005126,2025-05-01,5447320,ORD00005126,98052,,South,28520,SKU018,245129,124
GT,3002880,152490,2749043,CUST010,2025-05-01,125120,73195,6256000,False,False,LINE000005127,2025-05-01,6099600,ORD00005127,0,,North,31280,SKU018,121992,136
EC,3599040,562125,1909785,CUST011,2025-05-01,749800,79359,7498000,False,False,LINE000005128,2025-05-01,6613236,ORD00005128,330662,,Central,134964,SKU018,132265,163
CV,2693760,185617,2201223,CUST012,2025-05-01,280600,63640,5612000,False,False,LINE000005129,2025-05-01,5303340,ORD00005129,53033,,South,28060,SKU018,106067,122
FS,2384640,95882,2160187,CUST013,2025-05-01,149040,57529,4968000,False,False,LINE000005130,2025-05-01,4794120,ORD00005130,0,,North,24840,SKU018,95882,108
MT,1172610,88700,789887,CUST015,2025-05-01,92880,26610,2322000,False,False,LINE000005131,2025-05-01,2217510,ORD00005131,39915,,South,11610,SKU019,99788,129
GT,1218060,58792,999594,CUST016,2025-05-01,48240,28220,2412000,False,False,LINE000005132,2025-05-01,2351700,ORD00005132,0,,North,12060,SKU019,47034,134
EC,1308960,194322,595398,CUST017,2025-05-01,259200,27434,2592000,False,False,LINE000005133,2025-05-01,2286144,ORD00005133,114307,,Central,46656,SKU019,45723,144
CV,1063530,69656,773397,CUST018,2025-05-01,105300,23882,2106000,False,False,LINE000005134,2025-05-01,1990170,ORD00005134,19902,,South,10530,SKU019,39803,117
FS,1118070,42730,907342,CUST019,2025-05-01,66420,25638,2214000,False,False,LINE000005135,2025-05-01,2136510,ORD00005135,0,,North,11070,SKU019,42730,123
MT,1504140,108412,894467,CUST021,2025-05-01,113520,32523,2838000,False,False,LINE000005136,2025-05-01,2710290,ORD00005136,48785,,South,14190,SKU020,121963,132
GT,1754830,80706,1289386,CUST022,2025-05-01,66220,38739,3311000,False,False,LINE000005137,2025-05-01,3228225,ORD00005137,0,,North,16555,SKU020,64564,154
EC,1777620,251449,686584,CUST023,2025-05-01,335400,35499,3354000,False,False,LINE000005138,2025-05-01,2958228,ORD00005138,147911,,Central,60372,SKU020,59165,156
CV,1538325,96000,993338,CUST024,2025-05-01,145125,32914,2902500,False,False,LINE000005139,2025-05-01,2742863,ORD00005139,27429,,South,14512,SKU020,54857,135
FS,1606695,58508,1166581,CUST001,2025-05-01,90945,35105,3031500,False,False,LINE000005140,2025-05-01,2925397,ORD00005140,0,,North,15158,SKU020,58508,141
MT,1553160,123195,1172530,CUST003,2025-05-01,129000,36958,3225000,False,False,LINE000005141,2025-05-01,3079875,ORD00005141,55438,,South,16125,SKU021,138594,129
GT,1733760,87750,1576170,CUST004,2025-05-01,72000,42120,3600000,False,False,LINE000005142,2025-05-01,3510000,ORD00005142,0,,North,18000,SKU021,70200,144
EC,1781920,277389,936492,CUST005,2025-05-01,370000,39161,3700000,False,False,LINE000005143,2025-05-01,3263400,ORD00005143,163170,,Central,66600,SKU021,65268,148
CV,1709680,117416,1386754,CUST006,2025-05-01,177500,40257,3550000,False,False,LINE000005144,2025-05-01,3354750,ORD00005144,33548,,South,17750,SKU021,67095,142
FS,1685600,67550,1516270,CUST007,2025-05-01,105000,40530,3500000,False,False,LINE000005145,2025-05-01,3377500,ORD00005145,0,,North,17500,SKU021,67550,140
MT,2515792,211208,2157180,CUST009,2025-05-01,221160,63362,5529000,False,False,LINE000005146,2025-05-01,5280195,ORD00005146,95044,,South,27645,SKU022,237609,194
GT,1582096,84752,1614744,CUST010,2025-05-01,69540,40681,3477000,False,False,LINE000005147,2025-05-01,3390075,ORD00005147,0,,North,17385,SKU022,67802,122
EC,2126752,350410,1307264,CUST011,2025-05-01,467400,49470,4674000,False,False,LINE000005148,2025-05-01,4122468,ORD00005148,206123,,Central,84132,SKU022,82449,164
CV,1530224,111231,1403103,CUST012,2025-05-01,168150,38136,3363000,False,False,LINE000005149,2025-05-01,3178035,ORD00005149,31780,,South,16815,SKU022,63561,118
FS,1906296,80857,1926343,CUST013,2025-05-01,125685,48514,4189500,False,False,LINE000005150,2025-05-01,4042867,ORD00005150,0,,North,20948,SKU022,80857,147
MT,2350080,187027,1787897,CUST015,2025-05-01,195840,56108,4896000,False,False,LINE000005151,2025-05-01,4675680,ORD00005151,84162,,South,24480,SKU023,210406,153
GT,2549760,129480,2334226,CUST016,2025-05-01,106240,62150,5312000,False,False,LINE000005152,2025-05-01,5179200,ORD00005152,0,,North,26560,SKU023,103584,166
EC,2181120,340664,1157384,CUST017,2025-05-01,454400,48094,4544000,False,False,LINE000005153,2025-05-01,4007808,ORD00005153,200390,,Central,81792,SKU023,80156,142
CV,2626560,180986,2146311,CUST018,2025-05-01,273600,62052,5472000,False,False,LINE000005154,2025-05-01,5171040,ORD00005154,51710,,South,27360,SKU023,103421,171
FS,3087360,124138,2796761,CUST019,2025-05-01,192960,74483,6432000,False,False,LINE000005155,2025-05-01,6206880,ORD00005155,0,,North,32160,SKU023,124138,201
MT,3280824,248166,2209856,CUST021,2025-05-01,259860,74450,6496500,False,False,LINE000005156,2025-05-01,6204158,ORD00005156,111675,,South,32482,SKU024,279187,183
GT,2958120,142777,2427411,CUST022,2025-05-01,117150,68533,5857500,False,False,LINE000005157,2025-05-01,5711062,ORD00005157,0,,North,29288,SKU024,114221,165
EC,3173256,471074,1443269,CUST023,2025-05-01,628350,66505,6283500,False,False,LINE000005158,2025-05-01,5542047,ORD00005158,277102,,Central,113103,SKU024,110841,177
CV,3388392,221917,2463867,CUST024,2025-05-01,335475,76086,6709500,False,False,LINE000005159,2025-05-01,6340477,ORD00005159,63405,,South,33548,SKU024,126810,189
FS,3495960,133604,2836882,CUST001,2025-05-01,207675,80163,6922500,False,False,LINE000005160,2025-05-01,6680213,ORD00005160,0,,North,34612,SKU024,133604,195
MT,4282824,275613,1815113,CUST003,2025-05-01,288600,82684,7215000,False,False,LINE000005161,2025-05-01,6890325,ORD00005161,124026,,South,36075,SKU025,310065,185
GT,4838434,198681,2655799,CUST004,2025-05-01,163020,95367,8151000,False,False,LINE000005162,2025-05-01,7947225,ORD00005162,0,,North,40755,SKU025,158944,209
EC,4120771,520442,979558,CUST005,2025-05-01,694200,73474,6942000,False,False,LINE000005163,2025-05-01,6122844,ORD00005163,306142,,Central,124956,SKU025,122457,178
CV,3356808,187039,1575680,CUST006,2025-05-01,282750,64128,5655000,False,False,LINE000005164,2025-05-01,5343975,ORD00005164,53440,,South,28275,SKU025,106880,145
FS,3611462,117421,1954303,CUST007,2025-05-01,182520,70453,6084000,False,False,LINE000005165,2025-05-01,5871060,ORD00005165,0,,North,30420,SKU025,117421,156
MT,3728100,331194,3599568,CUST009,2025-05-01,346800,99358,8670000,False,False,LINE000005166,2025-05-01,8279850,ORD00005166,149037,,South,43350,SKU026,372593,204
GT,3307775,187505,3764902,CUST010,2025-05-01,153850,90002,7692500,False,False,LINE000005167,2025-05-01,7500188,ORD00005167,0,,North,38462,SKU026,150004,181
EC,2832625,493865,2007250,CUST011,2025-05-01,658750,69722,6587500,False,False,LINE000005168,2025-05-01,5810175,ORD00005168,290509,,Central,118575,SKU026,116204,155
CV,3563625,274109,3665022,CUST012,2025-05-01,414375,93980,8287500,False,False,LINE000005169,2025-05-01,7831687,ORD00005169,78317,,South,41438,SKU026,156634,195
FS,3581900,160769,4038551,CUST013,2025-05-01,249900,96461,8330000,False,False,LINE000005170,2025-05-01,8038450,ORD00005170,0,,North,41650,SKU026,160769,196
MT,3872050,325082,3320389,CUST015,2025-05-01,340400,97525,8510000,False,False,LINE000005171,2025-05-01,8127050,ORD00005171,146287,,South,42550,SKU027,365717,185
GT,3934840,210795,4016347,CUST016,2025-05-01,172960,101182,8648000,False,False,LINE000005172,2025-05-01,8431800,ORD00005172,0,,North,43240,SKU027,168636,188
EC,4604600,758696,2830625,CUST017,2025-05-01,1012000,107110,10120000,False,False,LINE000005173,2025-05-01,8925840,ORD00005173,446292,,Central,182160,SKU027,178517,220
CV,5232500,380363,4798202,CUST018,2025-05-01,575000,130410,11500000,False,False,LINE000005174,2025-05-01,10867500,ORD00005174,108675,,South,57500,SKU027,217350,250
FS,4248790,180223,4293800,CUST019,2025-05-01,280140,108134,9338000,False,False,LINE000005175,2025-05-01,9011170,ORD00005175,0,,North,46690,SKU027,180223,203
MT,1935360,154022,1472386,CUST021,2025-05-01,161280,46207,4032000,False,False,LINE000005176,2025-05-01,3850560,ORD00005176,69310,,South,20160,SKU028,173275,224
GT,1468800,74588,1344640,CUST022,2025-05-01,61200,35802,3060000,False,False,LINE000005177,2025-05-01,2983500,ORD00005177,0,,North,15300,SKU028,59670,170
EC,2047680,319822,1086576,CUST023,2025-05-01,426600,45151,4266000,False,False,LINE000005178,2025-05-01,3762612,ORD00005178,188131,,Central,76788,SKU028,75252,237
CV,1736640,119665,1419107,CUST024,2025-05-01,180900,41028,3618000,False,False,LINE000005179,2025-05-01,3419010,ORD00005179,34190,,South,18090,SKU028,68380,201
FS,1684800,67743,1526218,CUST001,2025-05-01,105300,40646,3510000,False,False,LINE000005180,2025-05-01,3387150,ORD00005180,0,,North,17550,SKU028,67743,195
MT,2347065,158511,1159988,CUST003,2025-05-01,165980,47553,4149500,False,False,LINE000005181,2025-05-01,3962772,ORD00005181,71330,,South,20748,SKU029,178325,193
GT,2444353,105337,1528941,CUST004,2025-05-01,86430,50562,4321500,False,False,LINE000005182,2025-05-01,4213462,ORD00005182,0,,North,21608,SKU029,84269,201
EC,2614606,346549,781572,CUST005,2025-05-01,462250,48925,4622500,False,False,LINE000005183,2025-05-01,4077045,ORD00005183,203852,,Central,83205,SKU029,81541,215
CV,2967274,173511,1608471,CUST006,2025-05-01,262300,59490,5246000,False,False,LINE000005184,2025-05-01,4957470,ORD00005184,49575,,South,26230,SKU029,99149,244
FS,1921432,65562,1186212,CUST007,2025-05-01,101910,39337,3397000,False,False,LINE000005185,2025-05-01,3278105,ORD00005185,0,,North,16985,SKU029,65562,158
MT,1908000,137520,1134630,CUST009,2025-05-01,144000,41256,3600000,False,False,LINE000005186,2025-05-01,3438000,ORD00005186,61884,,South,18000,SKU030,154710,144
GT,2491000,114562,1830298,CUST010,2025-05-01,94000,54990,4700000,False,False,LINE000005187,2025-05-01,4582500,ORD00005187,0,,North,23500,SKU030,91650,188
EC,2968000,419832,1146354,CUST011,2025-05-01,560000,59270,5600000,False,False,LINE000005188,2025-05-01,4939200,ORD00005188,246960,,Central,100800,SKU030,98784,224
CV,3696750,230698,2387089,CUST012,2025-05-01,348750,79096,6975000,False,False,LINE000005189,2025-05-01,6591375,ORD00005189,65914,,South,34875,SKU030,131828,279
FS,2742750,99878,1991443,CUST013,2025-05-01,155250,59926,5175000,False,False,LINE000005190,2025-05-01,4993875,ORD00005190,0,,North,25875,SKU030,99878,207
MT,3014730,267820,2910792,CUST015,2025-05-01,280440,80346,7011000,False,False,LINE000005191,2025-05-01,6695505,ORD00005191,120519,,South,35055,SKU031,301298,246
GT,2647080,150052,3012901,CUST016,2025-05-01,123120,72025,6156000,False,False,LINE000005192,2025-05-01,6002100,ORD00005192,0,,North,30780,SKU031,120042,216
EC,3137280,546981,2223135,CUST017,2025-05-01,729600,77221,7296000,False,False,LINE000005193,2025-05-01,6435072,ORD00005193,321754,,Central,131328,SKU031,128701,256
CV,2806395,215864,2886247,CUST018,2025-05-01,326325,74011,6526500,False,False,LINE000005194,2025-05-01,6167543,ORD00005194,61675,,South,32632,SKU031,123351,229
FS,3125025,140263,3523428,CUST019,2025-05-01,218025,84158,7267500,False,False,LINE000005195,2025-05-01,7013137,ORD00005195,0,,North,36338,SKU031,140263,255
MT,3640000,305600,3121400,CUST021,2025-05-01,320000,91680,8000000,False,False,LINE000005196,2025-05-01,7640000,ORD00005196,137520,,South,40000,SKU032,343800,250
GT,3945760,211380,4027494,CUST022,2025-05-01,173440,101462,8672000,False,False,LINE000005197,2025-05-01,8455200,ORD00005197,0,,North,43360,SKU032,169104,271
EC,3144960,518193,1933327,CUST023,2025-05-01,691200,73157,6912000,False,False,LINE000005198,2025-05-01,6096384,ORD00005198,304819,,Central,124416,SKU032,121928,216
CV,4440800,322812,4072214,CUST024,2025-05-01,488000,110678,9760000,False,False,LINE000005199,2025-05-01,9223200,ORD00005199,92232,,South,48800,SKU032,184464,305
FS,2897440,122902,2928135,CUST001,2025-05-01,191040,73741,6368000,False,False,LINE000005200,2025-05-01,6145120,ORD00005200,0,,North,31840,SKU032,122902,199
MT,5210150,370215,2980863,CUST003,2025-05-01,387660,111065,9691500,False,False,LINE000005201,2025-05-01,9255382,ORD00005201,166597,,South,48458,SKU033,416492,273
GT,4885709,221520,3470025,CUST004,2025-05-01,181760,106330,9088000,False,False,LINE000005202,2025-05-01,8860800,ORD00005202,0,,North,45440,SKU033,177216,256
EC,5248320,731895,1924248,CUST005,2025-05-01,976250,103326,9762500,False,False,LINE000005203,2025-05-01,8610525,ORD00005203,430526,,Central,175725,SKU033,172210,275
CV,5152896,317024,3207477,CUST006,2025-05-01,479250,108694,9585000,False,False,LINE000005204,2025-05-01,9057825,ORD00005204,90578,,South,47925,SKU033,181156,270
FS,4217741,151418,2959479,CUST007,2025-05-01,235365,90851,7845500,False,False,LINE000005205,2025-05-01,7570907,ORD00005205,0,,North,39228,SKU033,151418,221
MT,2048280,154939,1379749,CUST009,2025-05-01,162240,46482,4056000,False,False,LINE000005206,2025-05-01,3873480,ORD00005206,69723,,South,20280,SKU034,174307,104
GT,2402790,115976,1971834,CUST010,2025-05-01,95160,55669,4758000,False,False,LINE000005207,2025-05-01,4639050,ORD00005207,0,,North,23790,SKU034,92781,122
EC,2402790,356707,1092941,CUST011,2025-05-01,475800,50359,4758000,False,False,LINE000005208,2025-05-01,4196556,ORD00005208,209828,,Central,85644,SKU034,83931,122
CV,2658825,174140,1933493,CUST012,2025-05-01,263250,59705,5265000,False,False,LINE000005209,2025-05-01,4975425,ORD00005209,49754,,South,26325,SKU034,99508,135
FS,2245230,85808,1822059,CUST013,2025-05-01,133380,51485,4446000,False,False,LINE000005210,2025-05-01,4290390,ORD00005210,0,,North,22230,SKU034,85808,114
MT,3446325,248396,2049425,CUST015,2025-05-01,260100,74519,6502500,False,False,LINE000005211,2025-05-01,6209888,ORD00005211,111778,,South,32512,SKU035,279445,153
GT,2883200,132600,2118472,CUST016,2025-05-01,108800,63648,5440000,False,False,LINE000005212,2025-05-01,5304000,ORD00005212,0,,North,27200,SKU035,106080,128
EC,2973300,420582,1148401,CUST017,2025-05-01,561000,59376,5610000,False,False,LINE000005213,2025-05-01,4948020,ORD00005213,247401,,Central,100980,SKU035,98960,132
CV,2838150,177117,1832667,CUST018,2025-05-01,267750,60726,5355000,False,False,LINE000005214,2025-05-01,5060475,ORD00005214,50605,,South,26775,SKU035,101210,126
FS,2387650,86946,1733615,CUST019,2025-05-01,135150,52168,4505000,False,False,LINE000005215,2025-05-01,4347325,ORD00005215,0,,North,22525,SKU035,86946,106
MT,2769200,246008,2673727,CUST021,2025-05-01,257600,73802,6440000,False,False,LINE000005216,2025-05-01,6150200,ORD00005216,110704,,South,32200,SKU036,276759,140
GT,2670300,151369,3039329,CUST022,2025-05-01,124200,72657,6210000,False,False,LINE000005217,2025-05-01,6054750,ORD00005217,0,,North,31050,SKU036,121095,135
EC,2749420,479358,1948291,CUST023,2025-05-01,639400,67674,6394000,False,False,LINE000005218,2025-05-01,5639508,ORD00005218,281975,,Central,115092,SKU036,112790,139
CV,2195580,168881,2258052,CUST024,2025-05-01,255300,57902,5106000,False,False,LINE000005219,2025-05-01,4825170,ORD00005219,48252,,South,25530,SKU036,96503,111
FS,2828540,126955,3189147,CUST001,2025-05-01,197340,76173,6578000,False,False,LINE000005220,2025-05-01,6347770,ORD00005220,0,,North,32890,SKU036,126955,143
MT,1291651,102452,998160,CUST015,2025-06-01,107280,30736,2682000,False,False,LINE000005221,2025-06-01,2561310,ORD00005221,46104,,South,13410,SKU001,92207,149
GT,1014250,51334,922059,CUST016,2025-06-01,42120,24640,2106000,False,False,LINE000005222,2025-06-01,2053350,ORD00005222,0,,North,10530,SKU001,41067,117
EC,1126944,175430,592267,CUST017,2025-06-01,234000,24767,2340000,False,False,LINE000005223,2025-06-01,2063880,ORD00005223,103194,,Central,42120,SKU001,41278,130
CV,1439021,98828,1167217,CUST018,2025-06-01,149400,33884,2988000,False,False,LINE000005224,2025-06-01,2823660,ORD00005224,28237,,South,14940,SKU001,56473,166
FS,1300320,52110,1169694,CUST019,2025-06-01,81000,31266,2700000,False,False,LINE000005225,2025-06-01,2605500,ORD00005225,0,,North,13500,SKU001,52110,150
MT,1261878,105948,1106053,CUST021,2025-06-01,110940,31784,2773500,False,False,LINE000005226,2025-06-01,2648692,ORD00005226,47676,,South,13868,SKU002,95353,129
GT,1604248,85946,1637645,CUST022,2025-06-01,70520,41254,3526000,False,False,LINE000005227,2025-06-01,3437850,ORD00005227,0,,North,17630,SKU002,68757,164
EC,1467300,241778,902128,CUST023,2025-06-01,322500,34133,3225000,False,False,LINE000005228,2025-06-01,2844450,ORD00005228,142222,,Central,58050,SKU002,56889,150
CV,1261878,91733,1157266,CUST024,2025-06-01,138675,31451,2773500,False,False,LINE000005229,2025-06-01,2620957,ORD00005229,26210,,South,13868,SKU002,52419,129
FS,1555338,65977,1571975,CUST001,2025-06-01,102555,39586,3418500,False,False,LINE000005230,2025-06-01,3298853,ORD00005230,0,,North,17092,SKU002,65977,159
MT,1896000,150890,1476392,CUST003,2025-06-01,158000,45267,3950000,False,False,LINE000005231,2025-06-01,3772250,ORD00005231,67900,,South,19750,SKU003,135801,158
GT,1728000,87750,1581930,CUST004,2025-06-01,72000,42120,3600000,False,False,LINE000005232,2025-06-01,3510000,ORD00005232,0,,North,18000,SKU003,70200,144
EC,1944000,303628,1031560,CUST005,2025-06-01,405000,42865,4050000,False,False,LINE000005233,2025-06-01,3572100,ORD00005233,178605,,Central,72900,SKU003,71442,162
CV,1812000,124858,1480687,CUST006,2025-06-01,188750,42808,3775000,False,False,LINE000005234,2025-06-01,3567375,ORD00005234,35674,,South,18875,SKU003,71348,151
FS,2112000,84920,1913208,CUST007,2025-06-01,132000,50952,4400000,False,False,LINE000005235,2025-06-01,4246000,ORD00005235,0,,North,22000,SKU003,84920,176
MT,2043664,154595,1411543,CUST009,2025-06-01,161880,46379,4047000,False,False,LINE000005236,2025-06-01,3864885,ORD00005236,69568,,South,20235,SKU004,139136,142
GT,2532992,122265,2078844,CUST010,2025-06-01,100320,58687,5016000,False,False,LINE000005237,2025-06-01,4890600,ORD00005237,0,,North,25080,SKU004,97812,176
EC,2115624,314087,962426,CUST011,2025-06-01,418950,44342,4189500,False,False,LINE000005238,2025-06-01,3695139,ORD00005238,184757,,Central,75411,SKU004,73903,147
CV,2216368,145166,1611872,CUST012,2025-06-01,219450,49771,4389000,False,False,LINE000005239,2025-06-01,4147605,ORD00005239,41476,,South,21945,SKU004,82952,154
FS,2763264,105610,2242630,CUST013,2025-06-01,164160,63366,5472000,False,False,LINE000005240,2025-06-01,5280480,ORD00005240,0,,North,27360,SKU004,105610,192
MT,3286170,211475,1440300,CUST015,2025-06-01,221440,63443,5536000,False,False,LINE000005241,2025-06-01,5286880,ORD00005241,95164,,South,27680,SKU005,190328,173
GT,3153203,129480,1730783,CUST016,2025-06-01,106240,62150,5312000,False,False,LINE000005242,2025-06-01,5179200,ORD00005242,0,,North,26560,SKU005,103584,166
EC,3533107,446221,839864,CUST017,2025-06-01,595200,62996,5952000,False,False,LINE000005243,2025-06-01,5249664,ORD00005243,262483,,Central,107136,SKU005,104993,186
CV,3096218,172519,1453361,CUST018,2025-06-01,260800,59149,5216000,False,False,LINE000005244,2025-06-01,4929120,ORD00005244,49291,,South,26080,SKU005,98582,163
FS,3077222,100051,1665205,CUST019,2025-06-01,155520,60031,5184000,False,False,LINE000005245,2025-06-01,5002560,ORD00005245,0,,North,25920,SKU005,100051,162
MT,2915615,259015,2873372,CUST021,2025-06-01,271220,77705,6780500,False,False,LINE000005246,2025-06-01,6475378,ORD00005246,116557,,South,33902,SKU006,233114,191
GT,2335545,132393,2658311,CUST022,2025-06-01,108630,63549,5431500,False,False,LINE000005247,2025-06-01,5295712,ORD00005247,0,,North,27158,SKU006,105914,153
EC,2472930,431152,1752364,CUST023,2025-06-01,575100,60869,5751000,False,False,LINE000005248,2025-06-01,5072382,ORD00005248,253619,,Central,103518,SKU006,101448,162
CV,3022470,232484,3108470,CUST024,2025-06-01,351450,79709,7029000,False,False,LINE000005249,2025-06-01,6642405,ORD00005249,66424,,South,35145,SKU006,132848,198
FS,2640845,118531,2977521,CUST001,2025-06-01,184245,71119,6141500,False,False,LINE000005250,2025-06-01,5926547,ORD00005250,0,,North,30708,SKU006,118531,173
MT,3460275,290511,3032646,CUST003,2025-06-01,304200,87153,7605000,False,False,LINE000005251,2025-06-01,7262775,ORD00005251,130730,,South,38025,SKU007,261460,195
GT,2803710,150199,2861787,CUST004,2025-06-01,123240,72095,6162000,False,False,LINE000005252,2025-06-01,6007950,ORD00005252,0,,North,30810,SKU007,120159,158
EC,2750475,453194,1690823,CUST005,2025-06-01,604500,63980,6045000,False,False,LINE000005253,2025-06-01,5331690,ORD00005253,266584,,Central,108810,SKU007,106634,155
CV,3584490,260565,3286977,CUST006,2025-06-01,393900,89337,7878000,False,False,LINE000005254,2025-06-01,7444710,ORD00005254,74447,,South,39390,SKU007,148894,202
FS,3229590,136991,3263803,CUST007,2025-06-01,212940,82195,7098000,False,False,LINE000005255,2025-06-01,6849570,ORD00005255,0,,North,35490,SKU007,136991,182
MT,4243200,337688,3304127,CUST009,2025-06-01,353600,101306,8840000,False,False,LINE000005256,2025-06-01,8442200,ORD00005256,151960,,South,44200,SKU008,303919,208
GT,3468000,176109,3174846,CUST010,2025-06-01,144500,84532,7225000,False,False,LINE000005257,2025-06-01,7044375,ORD00005257,0,,North,36125,SKU008,140888,170
EC,4406400,688225,2338201,CUST011,2025-06-01,918000,97161,9180000,False,False,LINE000005258,2025-06-01,8096760,ORD00005258,404838,,Central,165240,SKU008,161935,216
CV,3916800,269892,3200638,CUST012,2025-06-01,408000,92534,8160000,False,False,LINE000005259,2025-06-01,7711200,ORD00005259,77112,,South,40800,SKU008,154224,192
FS,3692400,148465,3344854,CUST013,2025-06-01,230775,89079,7692500,False,False,LINE000005260,2025-06-01,7423263,ORD00005260,0,,North,38462,SKU008,148465,181
MT,4214851,284666,2147443,CUST015,2025-06-01,298080,85400,7452000,False,False,LINE000005261,2025-06-01,7116660,ORD00005261,128100,,South,37260,SKU009,256200,162
GT,5125467,220886,3206363,CUST016,2025-06-01,181240,106025,9062000,False,False,LINE000005262,2025-06-01,8835450,ORD00005262,0,,North,45310,SKU009,176709,197
EC,5463696,724210,1633565,CUST017,2025-06-01,966000,102241,9660000,False,False,LINE000005263,2025-06-01,8520120,ORD00005263,426006,,Central,173880,SKU009,170402,210
CV,3772552,220610,2045255,CUST018,2025-06-01,333500,75638,6670000,False,False,LINE000005264,2025-06-01,6303150,ORD00005264,63032,,South,33350,SKU009,126063,145
FS,5333608,181999,3293145,CUST019,2025-06-01,282900,109199,9430000,False,False,LINE000005265,2025-06-01,9099950,ORD00005265,0,,North,47150,SKU009,181999,205
MT,2098800,151272,1282129,CUST021,2025-06-01,158400,45382,3960000,False,False,LINE000005266,2025-06-01,3781800,ORD00005266,68072,,South,19800,SKU010,136145,220
GT,1869840,85995,1373891,CUST022,2025-06-01,70560,41278,3528000,False,False,LINE000005267,2025-06-01,3439800,ORD00005267,0,,North,17640,SKU010,68796,196
EC,1736280,245602,670616,CUST023,2025-06-01,327600,34673,3276000,False,False,LINE000005268,2025-06-01,2889432,ORD00005268,144472,,Central,58968,SKU010,57789,182
CV,2480400,154791,1601660,CUST024,2025-06-01,234000,53071,4680000,False,False,LINE000005269,2025-06-01,4422600,ORD00005269,44226,,South,23400,SKU010,88452,260
FS,1612260,58711,1170622,CUST001,2025-06-01,91260,35226,3042000,False,False,LINE000005270,2025-06-01,2935530,ORD00005270,0,,North,15210,SKU010,58711,169
MT,1839755,163439,1813100,CUST003,2025-06-01,171140,49032,4278500,False,False,LINE000005271,2025-06-01,4085968,ORD00005271,73547,,South,21392,SKU011,147095,199
GT,2089370,118438,2378117,CUST004,2025-06-01,97180,56850,4859000,False,False,LINE000005272,2025-06-01,4737525,ORD00005272,0,,North,24295,SKU011,94750,226
EC,1904470,332042,1349542,CUST005,2025-06-01,442900,46877,4429000,False,False,LINE000005273,2025-06-01,3906378,ORD00005273,195319,,Central,79722,SKU011,78128,206
CV,2486905,191289,2557666,CUST006,2025-06-01,289175,65585,5783500,False,False,LINE000005274,2025-06-01,5465407,ORD00005274,54654,,South,28918,SKU011,109308,269
FS,1839755,82575,2074303,CUST007,2025-06-01,128355,49545,4278500,False,False,LINE000005275,2025-06-01,4128753,ORD00005275,0,,North,21392,SKU011,82575,199
MT,3219125,270265,2821298,CUST009,2025-06-01,283000,81080,7075000,False,False,LINE000005276,2025-06-01,6756625,ORD00005276,121619,,South,35375,SKU012,243238,283
GT,1899625,101766,1938974,CUST010,2025-06-01,83500,48848,4175000,False,False,LINE000005277,2025-06-01,4070625,ORD00005277,0,,North,20875,SKU012,81412,167
