period,sku,category,units,standard_unit_cost_vnd,actual_unit_cogs_vnd,standard_cogs_vnd,actual_cogs_vnd,material_price_variance_vnd,usage_yield_variance_vnd,conversion_variance_vnd,total_cogs_variance_vnd,evidence_class,allocation_note
2023-01,SKU001,Dairy,692,7740,7740,5356080,5356080,0,17567.94,-17567.94,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU013,Dairy,1179,13680,15321.6,16128720,18064166,1587065.72,52902.2,295478.08,1935446,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU014,Beverages,1203,16160,16160,19440480,19440480,0,63764.77,-63764.77,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU015,Condiments,1251,18815,18815,23537565,23537565,0,77203.21,-77203.21,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU016,Convenience Foods,1289,16770,16770,21616530,21616530,0,70902.22,-70902.22,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU017,Dairy,673,19338,21658.56,13014474,14576211,1280624.34,42687.47,238425.19,1561737,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU018,Beverages,659,22080,22080,14550720,14550720,0,47726.36,-47726.36,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU019,Condiments,680,9090,9090,6181200,6181200,0,20274.34,-20274.34,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU020,Convenience Foods,779,11395,11395,8876705,8876705,0,29115.59,-29115.59,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU021,Dairy,843,10750,12040,9062250,10149720,891725.4,29724.18,166020.42,1087470,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU022,Beverages,770,12968,12968,9985360,9985360,0,32751.98,-32751.98,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU023,Condiments,847,15360,15360,13009920,13009920,0,42672.54,-42672.54,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU024,Convenience Foods,897,17928,17928,16081416,16081416,0,52747.04,-52747.04,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU025,Dairy,892,20670,23150.4,18437640,20650156,1814263.12,60475.46,337777.42,2212516,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU026,Beverages,906,18275,18275,16557150,16557150,0,54307.45,-54307.45,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU027,Condiments,1108,20930,20930,23190440,23190440,0,76064.64,-76064.64,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU028,Convenience Foods,1052,8640,8640,9089280,9089280,0,29812.84,-29812.84,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU029,Dairy,1230,10858,12160.96,13355340,14957982,1314166.44,43805.52,244670.04,1602642,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU030,Beverages,1134,13250,13250,15025500,15025500,0,49283.64,-49283.64,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU031,Condiments,1170,12255,12255,14338350,14338350,0,47029.79,-47029.79,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU032,Convenience Foods,1341,14560,14560,19524960,19524960,0,64041.87,-64041.87,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU033,Dairy,1262,17040,19084.8,21504480,24085017,2116040.34,70534.69,393961.97,2580537,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU034,Beverages,714,19695,19695,14062230,14062230,0,46124.11,-46124.11,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU035,Condiments,711,22525,22525,16015275,16015275,0,52530.1,-52530.1,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-04,SKU036,Convenience Foods,705,19780,19780,13944900,13944900,0,45739.27,-45739.27,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU001,Dairy,653,7740,8668.8,5054220,5660727,497335.74,16577.84,92593.42,606507,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU002,Beverages,737,9782,9782,7209334,7209334,0,23646.62,-23646.62,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU003,Condiments,785,12000,12000,9420000,9420000,0,30897.6,-30897.6,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU004,Convenience Foods,778,14392,14392,11196976,11196976,0,36726.08,-36726.08,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU005,Dairy,759,16960,18995.2,12872640,14417357,1266667.94,42222.26,235826.8,1544717,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU006,Beverages,830,15265,15265,12669950,12669950,0,41557.44,-41557.44,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU007,Condiments,909,17745,17745,16130205,16130205,0,52907.07,-52907.07,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU008,Convenience Foods,942,20400,20400,19216800,19216800,0,63031.1,-63031.1,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU009,Dairy,977,23230,26017.6,22695710,25419196,2233258.52,74441.93,415785.55,2723486,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU010,Beverages,933,9540,9540,8900820,8900820,0,29194.69,-29194.69,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU011,Condiments,971,9245,9245,8976895,8976895,0,29444.22,-29444.22,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU012,Convenience Foods,1073,11375,11375,12205375,12205375,0,40033.63,-40033.63,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU013,Dairy,1159,13680,15321.6,15855120,17757734,1560143.48,52004.79,290465.73,1902614,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU014,Beverages,1111,16160,16160,17953760,17953760,0,58888.33,-58888.33,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU015,Condiments,1217,18815,18815,22897855,22897855,0,75104.96,-75104.96,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU016,Convenience Foods,1374,16770,16770,23041980,23041980,0,75577.69,-75577.69,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU017,Dairy,631,19338,21658.56,12202278,13666552,1200704.68,40023.47,223545.85,1464274,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU018,Beverages,653,22080,22080,14418240,14418240,0,47291.83,-47291.83,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU019,Condiments,647,9090,9090,5881230,5881230,0,19290.43,-19290.43,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU020,Convenience Foods,718,11395,11395,8181610,8181610,0,26835.68,-26835.68,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU021,Dairy,703,10750,12040,7557250,8464120,743633.4,24787.78,138448.82,906870,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU022,Beverages,745,12968,12968,9661160,9661160,0,31688.6,-31688.6,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU023,Condiments,833,15360,15360,12794880,12794880,0,41967.21,-41967.21,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU024,Convenience Foods,909,17928,17928,16296552,16296552,0,53452.69,-53452.69,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU025,Dairy,873,20670,23150.4,18044910,20210299,1775618.98,59187.3,330582.72,2165389,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU026,Beverages,931,18275,18275,17014025,17014025,0,55806,-55806,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU027,Condiments,1046,20930,20930,21892780,21892780,0,71808.32,-71808.32,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU028,Convenience Foods,1027,8640,8640,8873280,8873280,0,29104.36,-29104.36,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU029,Dairy,1011,10858,12160.96,10977438,12294730,1080179.44,36006,201106.56,1317292,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU030,Beverages,1042,13250,13250,13806500,13806500,0,45285.32,-45285.32,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU031,Condiments,1202,12255,12255,14730510,14730510,0,48316.07,-48316.07,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU032,Convenience Foods,1241,14560,14560,18068960,18068960,0,59266.19,-59266.19,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU033,Dairy,1295,17040,19084.8,22066800,24714816,2171373.12,72379.1,404263.78,2648016,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU034,Beverages,597,19695,19695,11757915,11757915,0,38565.96,-38565.96,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU035,Condiments,645,22525,22525,14528625,14528625,0,47653.89,-47653.89,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-05,SKU036,Convenience Foods,668,19780,19780,13213040,13213040,0,43338.77,-43338.77,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU001,Dairy,712,7740,8668.8,5510880,6172186,542270.92,54227.06,64808.02,661306,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU002,Beverages,731,9782,9782,7150642,7150642,0,70362.32,-70362.32,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU003,Condiments,791,12000,12000,9492000,9492000,0,93401.28,-93401.28,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU004,Convenience Foods,811,14392,14392,11671912,11671912,0,114851.61,-114851.61,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU005,Dairy,850,16960,18995.2,14416000,16145920,1418534.4,141853.44,169532.16,1729920,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU006,Beverages,877,15265,15265,13387405,13387405,0,131732.07,-131732.07,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU007,Condiments,892,17745,17745,15828540,15828540,0,155752.83,-155752.83,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU008,Convenience Foods,967,20400,20400,19726800,19726800,0,194111.71,-194111.71,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU009,Dairy,919,23230,26017.6,21348370,23910174,2100679.28,210067.96,251056.76,2561804,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU010,Beverages,1027,9540,9540,9797580,9797580,0,96408.19,-96408.19,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU011,Condiments,1099,9245,9245,10160255,10160255,0,99976.91,-99976.91,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU012,Convenience Foods,1139,11375,11375,12956125,12956125,0,127488.27,-127488.27,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU013,Dairy,1099,13680,15321.6,15034320,16838439,1479377.58,147937.71,176803.71,1804119,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU014,Beverages,1107,16160,16160,17889120,17889120,0,176028.94,-176028.94,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU015,Condiments,1256,18815,18815,23631640,23631640,0,232535.34,-232535.34,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU016,Convenience Foods,1305,16770,16770,21884850,21884850,0,215346.92,-215346.92,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU017,Dairy,670,19338,21658.56,12956460,14511236,1274916.32,127491.57,152368.11,1554776,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU018,Beverages,661,22080,22080,14594880,14594880,0,143613.62,-143613.62,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU019,Condiments,628,9090,9090,5708520,5708520,0,56171.84,-56171.84,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU020,Convenience Foods,701,11395,11395,7987895,7987895,0,78600.89,-78600.89,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU021,Dairy,819,10750,12040,8804250,9860760,866338.2,86633.82,103537.98,1056510,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU022,Beverages,801,12968,12968,10387368,10387368,0,102211.7,-102211.7,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU023,Condiments,786,15360,15360,12072960,12072960,0,118797.93,-118797.93,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU024,Convenience Foods,958,17928,17928,17175024,17175024,0,169002.24,-169002.24,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU025,Dairy,1035,20670,23150.4,21393450,23960663,2105114.66,210511.55,251586.79,2567213,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU026,Beverages,963,18275,18275,17598825,17598825,0,173172.44,-173172.44,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU027,Condiments,1065,20930,20930,22290450,22290450,0,219338.03,-219338.03,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU028,Convenience Foods,1096,8640,8640,9469440,9469440,0,93179.29,-93179.29,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU029,Dairy,1207,10858,12160.96,13105606,14678278,1289591.04,128959.16,154121.8,1572672,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU030,Beverages,1177,13250,13250,15595250,15595250,0,153457.26,-153457.26,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU031,Condiments,1209,12255,12255,14816295,14816295,0,145792.34,-145792.34,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU032,Convenience Foods,1189,14560,14560,17311840,17311840,0,170348.51,-170348.51,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU033,Dairy,1408,17040,19084.8,23992320,26871398,2360843.96,236084.43,282149.61,2879078,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU034,Beverages,624,19695,19695,12289680,12289680,0,120930.45,-120930.45,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU035,Condiments,629,22525,22525,14168225,14168225,0,139415.33,-139415.33,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-06,SKU036,Convenience Foods,656,19780,19780,12975680,12975680,0,127680.69,-127680.69,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU001,Dairy,669,7740,8668.8,5178060,5799427,509520.94,16984.04,94862.02,621367,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU002,Beverages,721,9782,9782,7052822,7052822,0,23133.26,-23133.26,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU003,Condiments,748,12000,12000,8976000,8976000,0,29441.28,-29441.28,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU004,Convenience Foods,752,14392,14392,10822784,10822784,0,35498.73,-35498.73,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU005,Dairy,818,16960,18995.2,13873280,15538072,1365129.44,45504.36,254158.2,1664792,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU006,Beverages,912,15265,15265,13921680,13921680,0,45663.11,-45663.11,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU007,Condiments,954,17745,17745,16928730,16928730,0,55526.23,-55526.23,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU008,Convenience Foods,976,20400,20400,19910400,19910400,0,65306.11,-65306.11,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU009,Dairy,1068,23230,26017.6,24809640,27786797,2441268.74,81375.62,454512.64,2977157,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU010,Beverages,1019,9540,9540,9721260,9721260,0,31885.73,-31885.73,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU011,Condiments,1022,9245,9245,9448390,9448390,0,30990.72,-30990.72,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU012,Convenience Foods,1006,11375,11375,11443250,11443250,0,37533.86,-37533.86,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU013,Dairy,1089,13680,15321.6,14897520,16685221,1465914.82,48863.87,272922.31,1787701,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU014,Beverages,1280,16160,16160,20684800,20684800,0,67846.14,-67846.14,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU015,Condiments,1216,18815,18815,22879040,22879040,0,75043.25,-75043.25,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU016,Convenience Foods,1317,16770,16770,22086090,22086090,0,72442.38,-72442.38,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU017,Dairy,723,19338,21658.56,13981374,15659138,1375766.48,45858.91,256138.61,1677764,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU018,Beverages,690,22080,22080,15235200,15235200,0,49971.46,-49971.46,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU019,Condiments,759,9090,9090,6899310,6899310,0,22629.74,-22629.74,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU020,Convenience Foods,684,11395,11395,7794180,7794180,0,25564.91,-25564.91,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU021,Dairy,825,10750,12040,8868750,9933000,872685,29089.5,162475.5,1064250,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU022,Beverages,849,12968,12968,11009832,11009832,0,36112.25,-36112.25,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU023,Condiments,868,15360,15360,13332480,13332480,0,43730.53,-43730.53,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU024,Convenience Foods,824,17928,17928,14772672,14772672,0,48454.36,-48454.36,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU025,Dairy,926,20670,23150.4,19140420,21437270,1883417,62780.58,350652.42,2296850,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU026,Beverages,1022,18275,18275,18677050,18677050,0,61260.72,-61260.72,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU027,Condiments,1000,20930,20930,20930000,20930000,0,68650.4,-68650.4,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU028,Convenience Foods,1128,8640,8640,9745920,9745920,0,31966.62,-31966.62,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU029,Dairy,1106,10858,12160.96,12008948,13450021,1181679.86,39389.35,220003.79,1441073,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU030,Beverages,1235,13250,13250,16363750,16363750,0,53673.1,-53673.1,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU031,Condiments,1206,12255,12255,14779530,14779530,0,48476.86,-48476.86,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU032,Convenience Foods,1300,14560,14560,18928000,18928000,0,62083.84,-62083.84,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU033,Dairy,1270,17040,19084.8,21640800,24237696,2129454.72,70981.82,396459.46,2596896,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU034,Beverages,626,19695,19695,12329070,12329070,0,40439.35,-40439.35,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU035,Condiments,682,22525,22525,15362050,15362050,0,50387.52,-50387.52,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-07,SKU036,Convenience Foods,706,19780,19780,13964680,13964680,0,45804.15,-45804.15,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU001,Dairy,692,7740,8668.8,5356080,5998810,527038.6,17567.94,98123.46,642730,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU002,Beverages,780,9782,10564.56,7629960,8240357,500525.54,25026.27,84845.19,610397,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU003,Condiments,772,12000,12000,9264000,9264000,0,30385.92,-30385.92,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU004,Convenience Foods,769,14392,14392,11067448,11067448,0,36301.23,-36301.23,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU005,Dairy,870,16960,18995.2,14755200,16525824,1451911.68,48397.06,270315.26,1770624,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU006,Beverages,914,15265,16486.2,13952210,15068386,915264.32,45763.25,155148.43,1116176,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU007,Condiments,1051,17745,17745,18649995,18649995,0,61171.98,-61171.98,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU008,Convenience Foods,866,20400,20400,17666400,17666400,0,57945.79,-57945.79,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU009,Dairy,1094,23230,26017.6,25413620,28463255,2500700.7,83356.67,465577.63,3049635,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU010,Beverages,1089,9540,10303.2,10389060,11220185,681522.5,34076.12,115526.38,831125,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU011,Condiments,1178,9245,9245,10890610,10890610,0,35721.2,-35721.2,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU012,Convenience Foods,1223,11375,11375,13911625,13911625,0,45630.13,-45630.13,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU013,Dairy,1212,13680,15321.6,16580160,18569779,1631487.58,54382.92,303748.5,1989619,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU014,Beverages,1132,16160,17452.8,18293120,19756570,1200029,60001.43,203419.57,1463450,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU015,Condiments,1263,18815,18815,23763345,23763345,0,77943.77,-77943.77,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU016,Convenience Foods,1431,16770,16770,23997870,23997870,0,78713.01,-78713.01,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU017,Dairy,633,19338,21658.56,12240954,13709868,1204509.48,40150.33,224254.19,1468914,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU018,Beverages,737,22080,23846.4,16272960,17574797,1067506.34,53375.31,180955.35,1301837,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU019,Condiments,768,9090,9090,6981120,6981120,0,22898.07,-22898.07,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU020,Convenience Foods,805,11395,11395,9172975,9172975,0,30087.36,-30087.36,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU021,Dairy,838,10750,12040,9008500,10089520,886436.4,29547.88,165035.72,1081020,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU022,Beverages,832,12968,14005.44,10789376,11652527,707783.82,35389.15,119978.03,863151,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU023,Condiments,836,15360,15360,12840960,12840960,0,42118.35,-42118.35,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU024,Convenience Foods,1040,17928,17928,18645120,18645120,0,61155.99,-61155.99,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU025,Dairy,1009,20670,23150.4,20856030,23358754,2052233.68,68407.78,382082.54,2502724,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU026,Beverages,997,18275,19737,18220175,19677789,1195243.48,59762.17,202608.35,1457614,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU027,Condiments,1058,20930,20930,22143940,22143940,0,72632.12,-72632.12,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU028,Convenience Foods,1060,8640,8640,9158400,9158400,0,30039.55,-30039.55,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU029,Dairy,1107,10858,12160.96,12019806,13462182,1182748.32,39424.96,220202.72,1442376,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU030,Beverages,1188,13250,14310,15741000,17000280,1032609.6,51630.48,175039.92,1259280,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU031,Condiments,1257,12255,12255,15404535,15404535,0,50526.87,-50526.87,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2025-08,SKU032,Convenience Foods,1287,14560,14560,18738720,18738720,0,61463,-61463,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
